sku_dc_pair_index,complete_tm,order_amount,test_inv,test_demand,ave_demand,ave_inv,vlt
378,3/12/20,27,"[4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 2.0, 2.0, 2.0, -2.0, -6.0, -8.0, -9.0, 17.0, 13.0, 12.0, 8.0, 6.0, 3.0, -3.0, -3.0, -4.0, -5.0, -7.0, -9.0, -11.0, -15.0, -15.0, -15.0, -15.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 4.0, 4.0, 2.0, 1.0, 1.0, 4.0, 1.0, 4.0, 2.0, 3.0, 6.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 4.0, 0.0, 0.0, 0.0, 3.0]",1.633333333,-1.333333333,15 days
379,2/24/20,22,"[24.0, 23.0, 23.0, 23.0, 23.0, 23.0, 22.0, 22.0, 20.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 16.0, 16.0, 16.0, 16.0, 15.0, 14.0, 13.0, 10.0, 10.0, 10.0, 9.0, 8.0, 8.0, 8.0, 8.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 3.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]",0.566666667,16.06666667,15 days
380,2/28/20,37,"[35.0, 35.0, 34.0, 28.0, 26.0, 19.0, 13.0, 12.0, 12.0, 12.0, 11.0, 10.0, 8.0, 4.0, 4.0, 3.0, -1.0, -4.0, -9.0, -14.0, -17.0, -17.0, -20.0, -25.0, -29.0, -31.0, -35.0, -39.0, -43.0, -49.0]","[0.0, 1.0, 6.0, 2.0, 7.0, 6.0, 1.0, 0.0, 0.0, 1.0, 1.0, 2.0, 4.0, 0.0, 1.0, 4.0, 3.0, 5.0, 5.0, 3.0, 0.0, 3.0, 5.0, 4.0, 2.0, 4.0, 4.0, 4.0, 6.0, 0.0]",2.8,-2.233333333,16 days
381,3/5/20,22,"[0.0, 0.0, 0.0, -2.0, -2.0, -2.0, 17.0, 16.0, 15.0, 11.0, 9.0, 9.0, 8.0, 6.0, 5.0, 4.0, 3.0, 3.0, 2.0, 2.0, -2.0, -2.0, -2.0, -3.0, -5.0, -6.0, -7.0, -8.0, -8.0, -9.0]","[0.0, 0.0, 2.0, 0.0, 0.0, 3.0, 1.0, 1.0, 4.0, 2.0, 0.0, 1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 4.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]",1.066666667,1.733333333,15 days
382,3/12/20,15,"[0.0, 0.0, 0.0, -1.0, -2.0, -2.0, -2.0, -2.0, -4.0, -5.0, -6.0, -6.0, -6.0, 9.0, 8.0, 8.0, 8.0, 7.0, 7.0, 4.0, 4.0, 4.0, 4.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0, -3.0]","[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 3.0, 0.0]",0.6,0.966666667,15 days
383,2/20/20,16,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 1.0, -5.0, -5.0, -15.0, -22.0, -25.0, -25.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 6.0, 0.0, 10.0, 7.0, 3.0, 0.0, 0.0]",0.966666667,-0.133333333,8 days
384,2/28/20,44,"[37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 34.0, 34.0, 34.0, 31.0, 31.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 24.0, 24.0, 24.0, 24.0, 21.0, 21.0, 15.0, 12.0, 6.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 3.0, 0.0, 6.0, 3.0, 6.0, 0.0]",1.033333333,27.9,12 days
385,2/18/20,48,"[5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -4.0, -7.0]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 3.0, 6.0]",0.6,0.9,6 days
386,3/5/20,29,"[17.0, 11.0, 11.0, 9.0, 9.0, 6.0, 35.0, 35.0, 35.0, 35.0, 35.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 29.0, 25.0, 2.0, 2.0]","[6.0, 0.0, 2.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 4.0, 23.0, 0.0, 0.0]",1.466666667,25.86666667,8 days
387,3/7/20,145,"[-13.0, -22.0, -25.0, -34.0, -40.0, -41.0, -42.0, -43.0, 99.0, 91.0, 89.0, 85.0, 81.0, 76.0, 74.0, 67.0, 60.0, 56.0, 50.0, 43.0, 43.0, 42.0, 42.0, 40.0, 40.0, 38.0, 37.0, 33.0, 30.0, 21.0]","[9.0, 3.0, 9.0, 6.0, 1.0, 1.0, 1.0, 3.0, 8.0, 2.0, 4.0, 4.0, 5.0, 2.0, 7.0, 7.0, 4.0, 6.0, 7.0, 0.0, 1.0, 0.0, 2.0, 0.0, 2.0, 1.0, 4.0, 3.0, 9.0, 4.0]",3.833333333,32.56666667,13 days
388,3/4/20,57,"[-4.0, -4.0, -5.0, -6.0, -6.0, 51.0, 50.0, 49.0, 47.0, 46.0, 44.0, 42.0, 38.0, 34.0, 33.0, 30.0, 25.0, 23.0, 22.0, 22.0, 22.0, 21.0, 20.0, 16.0, 14.0, 13.0, 10.0, 8.0, 8.0, 7.0]","[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 2.0, 2.0, 4.0, 4.0, 1.0, 3.0, 5.0, 2.0, 1.0, 0.0, 0.0, 1.0, 1.0, 4.0, 2.0, 1.0, 3.0, 2.0, 0.0, 1.0, 0.0]",1.533333333,22.33333333,10 days
389,2/26/20,9,"[9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 3.0, 0.0, -9.0, -15.0, -18.0, -18.0, -18.0, -21.0, -24.0, -24.0, -24.0, -24.0, -24.0, -24.0, -24.0, -31.0, -37.0, -43.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 3.0, 9.0, 6.0, 3.0, 0.0, 0.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 6.0, 6.0, 0.0]",1.733333333,-8.9,10 days
390,3/7/20,9,"[1.0, 1.0, -3.0, -3.0, -4.0, -4.0, -4.0, -4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, -4.0, -5.0, -7.0, -8.0, -8.0, -9.0, -10.0, -10.0, -11.0, -11.0, -11.0, -11.0, -12.0, -12.0, -12.0, -12.0]","[0.0, 4.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 6.0, 1.0, 2.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.733333333,-4.866666667,13 days
391,3/1/20,45,"[9.0, 9.0, 53.0, 48.0, 45.0, 45.0, 43.0, 42.0, 41.0, 41.0, 40.0, 38.0, 37.0, 37.0, 37.0, 37.0, 37.0, 35.0, 33.0, 32.0, 30.0, 29.0, 28.0, 27.0, 24.0, 23.0, 21.0, 20.0, 20.0, 19.0]","[0.0, 1.0, 5.0, 3.0, 0.0, 2.0, 1.0, 1.0, 0.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 3.0, 1.0, 2.0, 1.0, 0.0, 1.0, 2.0]",1.233333333,32.66666667,14 days
392,3/7/20,6,"[-1.0, -1.0, -1.0, -2.0, -2.0, -3.0, -3.0, -3.0, 3.0, 2.0, 1.0, 0.0, -1.0, -1.0, -1.0, -3.0, -3.0, -4.0, -4.0, -4.0, -9.0, -9.0, -10.0, -10.0, -10.0, -10.0, -11.0, -11.0, -12.0, -13.0]","[0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 5.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 2.0]",0.666666667,-4.533333333,13 days
393,2/28/20,21,"[28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 25.0, 9.0, 6.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 16.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.833333333,21.53333333,12 days
394,3/5/20,58,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 29.0, 29.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2,35.4,8 days
395,3/12/20,144,"[-32.0, -32.0, -32.0, -32.0, -32.0, -33.0, -33.0, -33.0, -33.0, -33.0, -33.0, -33.0, -33.0, 111.0, 111.0, 111.0, 111.0, 110.0, 101.0, 92.0, 92.0, 86.0, 76.0, 67.0, 58.0, 46.0, 39.0, 30.0, 23.0, 15.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 9.0, 9.0, 0.0, 6.0, 10.0, 9.0, 9.0, 12.0, 7.0, 9.0, 7.0, 8.0, 9.0]",3.533333333,28.5,18 days
396,2/19/20,52,"[26.0, 26.0, 24.0, 24.0, 24.0, 20.0, 20.0, 15.0, 11.0, 11.0, 11.0, 7.0, 1.0, -7.0, -7.0, -11.0, -11.0, -13.0, -13.0, -13.0, -19.0, -21.0, -25.0, -29.0, -29.0, -33.0, -35.0, -37.0, -37.0, -37.0]","[0.0, 2.0, 0.0, 0.0, 4.0, 0.0, 5.0, 4.0, 0.0, 0.0, 4.0, 6.0, 8.0, 0.0, 4.0, 0.0, 2.0, 0.0, 0.0, 6.0, 2.0, 4.0, 4.0, 0.0, 4.0, 2.0, 2.0, 0.0, 0.0, 4.0]",2.233333333,-5.233333333,7 days
397,3/5/20,63,"[6.0, 6.0, 6.0, -4.0, -9.0, -9.0, 53.0, 51.0, 45.0, 40.0, 39.0, 37.0, 35.0, 28.0, 23.0, 20.0, 19.0, 16.0, 14.0, 7.0, 2.0, -3.0, -7.0, -10.0, -11.0, -11.0, -14.0, -17.0, -23.0, -26.0]","[0.0, 0.0, 10.0, 5.0, 0.0, 1.0, 2.0, 6.0, 5.0, 1.0, 2.0, 2.0, 7.0, 5.0, 3.0, 1.0, 3.0, 2.0, 7.0, 5.0, 5.0, 4.0, 3.0, 1.0, 0.0, 3.0, 3.0, 6.0, 3.0, 3.0]",3.266666667,10.1,8 days
398,3/1/20,28,"[3.0, 1.0, 23.0, 21.0, 19.0, 18.0, 14.0, 14.0, 12.0, 11.0, 10.0, 9.0, 7.0, 4.0, 3.0, 1.0, 0.0, -3.0, -5.0, -7.0, -8.0, -11.0, -18.0, -21.0, -22.0, -25.0, -27.0, -28.0, -30.0, -32.0]","[2.0, 6.0, 2.0, 2.0, 1.0, 4.0, 0.0, 2.0, 1.0, 1.0, 1.0, 2.0, 3.0, 1.0, 2.0, 1.0, 3.0, 2.0, 2.0, 1.0, 3.0, 7.0, 3.0, 1.0, 3.0, 2.0, 1.0, 2.0, 2.0, 6.0]",2.3,-2.233333333,7 days
399,3/5/20,62,"[11.0, 3.0, -1.0, -6.0, -10.0, -12.0, 43.0, 38.0, 36.0, 34.0, 26.0, 20.0, 18.0, 15.0, 10.0, 3.0, -2.0, -3.0, -9.0, -12.0, -19.0, -27.0, -31.0, -37.0, -38.0, -40.0, -41.0, -45.0, -53.0, -61.0]","[8.0, 4.0, 5.0, 4.0, 2.0, 7.0, 5.0, 2.0, 2.0, 8.0, 6.0, 2.0, 3.0, 5.0, 7.0, 5.0, 1.0, 6.0, 3.0, 7.0, 8.0, 4.0, 6.0, 1.0, 2.0, 1.0, 4.0, 8.0, 8.0, 0.0]",4.466666667,-6.333333333,8 days
400,2/29/20,45,"[-2.0, 41.0, 40.0, 31.0, 28.0, 25.0, 24.0, 21.0, 19.0, 17.0, 10.0, 6.0, 5.0, -3.0, -11.0, -13.0, -14.0, -16.0, -19.0, -19.0, -19.0, -20.0, -21.0, -22.0, -26.0, -27.0, -29.0, -31.0, -34.0, -38.0]","[2.0, 1.0, 9.0, 3.0, 3.0, 1.0, 3.0, 2.0, 2.0, 7.0, 4.0, 1.0, 8.0, 8.0, 2.0, 1.0, 2.0, 3.0, 0.0, 0.0, 1.0, 1.0, 1.0, 4.0, 1.0, 2.0, 2.0, 3.0, 4.0, 2.0]",2.766666667,-3.233333333,6 days
401,2/17/20,36,"[18.0, 17.0, 16.0, 15.0, 11.0, 11.0, 7.0, 6.0, 4.0, 1.0, -1.0, -4.0, -8.0, -8.0, -12.0, -12.0, -13.0, -14.0, -15.0, -17.0, -18.0, -20.0, -21.0, -24.0, -26.0, -26.0, -28.0, -30.0, -30.0, -30.0]","[1.0, 1.0, 1.0, 4.0, 0.0, 4.0, 1.0, 2.0, 3.0, 2.0, 3.0, 4.0, 0.0, 4.0, 0.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 3.0, 2.0, 0.0, 2.0, 2.0, 0.0, 0.0, 1.0]",1.633333333,-8.366666667,8 days
402,2/23/20,25,"[23.0, 22.0, 22.0, 22.0, 21.0, 21.0, 21.0, 21.0, 18.0, 14.0, 13.0, 10.0, 10.0, 10.0, 5.0, 4.0, 2.0, -3.0, -5.0, -5.0, -5.0, -6.0, -6.0, -6.0, -6.0, -8.0, -8.0, -9.0, -12.0, -17.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0, 4.0, 1.0, 3.0, 0.0, 0.0, 5.0, 1.0, 2.0, 5.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 3.0, 5.0, 2.0]",1.4,5.433333333,7 days
403,2/18/20,66,"[37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 36.0, 33.0, 31.0, 30.0, 26.0, 17.0, 15.0, 13.0, 12.0, 12.0, 9.0, 5.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 2.0, 1.0, 4.0, 9.0, 2.0, 2.0, 1.0, 0.0, 3.0, 4.0, 7.0]",1.3,30.16666667,9 days
404,2/19/20,32,"[-3.0, -4.0, -4.0, -4.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -8.0, -8.0, -9.0, -10.0, -12.0, -18.0, -18.0]","[1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 1.0, 2.0, 6.0, 0.0, 4.0]",0.633333333,-7.066666667,7 days
405,3/1/20,27,"[0.0, 0.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 25.0, 24.0, 23.0, 21.0, 17.0, 8.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 2.0, 4.0, 9.0, 0.0]",0.633333333,23.73333333,7 days
406,3/4/20,120,"[-3.0, -4.0, -7.0, -10.0, -17.0, 101.0, 100.0, 97.0, 94.0, 91.0, 86.0, 86.0, 83.0, 80.0, 77.0, 77.0, 77.0, 77.0, 74.0, 71.0, 68.0, 68.0, 62.0, 58.0, 54.0, 52.0, 51.0, 46.0, 46.0, 45.0]","[1.0, 3.0, 3.0, 7.0, 2.0, 1.0, 3.0, 3.0, 3.0, 5.0, 0.0, 3.0, 3.0, 3.0, 0.0, 0.0, 0.0, 3.0, 3.0, 3.0, 0.0, 6.0, 4.0, 4.0, 2.0, 1.0, 5.0, 0.0, 1.0, 0.0]",2.4,59.33333333,10 days
407,3/10/20,85,"[12.0, 12.0, 11.0, 11.0, 10.0, 10.0, 10.0, 7.0, 6.0, 2.0, 2.0, 86.0, 82.0, 81.0, 75.0, 75.0, 72.0, 69.0, 59.0, 54.0, 52.0, 50.0, 50.0, 49.0, 43.0, 41.0, 39.0, 38.0, 38.0, 35.0]","[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 3.0, 1.0, 4.0, 0.0, 1.0, 4.0, 1.0, 6.0, 0.0, 3.0, 3.0, 10.0, 5.0, 2.0, 2.0, 0.0, 1.0, 6.0, 2.0, 2.0, 1.0, 0.0, 3.0, 1.0]",2.1,39.36666667,16 days
408,3/4/20,37,"[13.0, 11.0, 11.0, 11.0, 11.0, 46.0, 42.0, 42.0, 40.0, 38.0, 35.0, 35.0, 35.0, 34.0, 33.0, 33.0, 28.0, 26.0, 23.0, 22.0, 21.0, 20.0, 20.0, 20.0, 18.0, 15.0, 14.0, 11.0, 9.0, 9.0]","[2.0, 0.0, 0.0, 0.0, 2.0, 4.0, 0.0, 2.0, 2.0, 3.0, 0.0, 0.0, 1.0, 1.0, 0.0, 5.0, 2.0, 3.0, 1.0, 1.0, 1.0, 0.0, 0.0, 2.0, 3.0, 1.0, 3.0, 2.0, 0.0, 0.0]",1.366666667,24.2,10 days
409,3/7/20,53,"[23.0, 13.0, 12.0, 10.0, 2.0, 0.0, -1.0, -1.0, 50.0, 44.0, 37.0, 29.0, 26.0, 25.0, 24.0, 21.0, 19.0, 18.0, 15.0, 13.0, 9.0, 5.0, 3.0, -2.0, -7.0, -9.0, -12.0, -14.0, -15.0, -17.0]","[10.0, 1.0, 2.0, 8.0, 2.0, 1.0, 0.0, 2.0, 6.0, 7.0, 8.0, 3.0, 1.0, 1.0, 3.0, 2.0, 1.0, 3.0, 2.0, 4.0, 4.0, 2.0, 5.0, 5.0, 2.0, 3.0, 2.0, 1.0, 2.0, 4.0]",3.233333333,10.66666667,9 days
410,2/16/20,58,"[76.0, 75.0, 73.0, 72.0, 72.0, 71.0, 70.0, 69.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 64.0, 63.0, 62.0, 61.0, 59.0, 59.0, 58.0, 57.0, 57.0, 57.0, 56.0, 56.0, 55.0, 55.0, 54.0, 54.0]","[1.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 1.0, 1.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",0.733333333,63.56666667,7 days
411,3/7/20,56,"[7.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 58.0, 57.0, 57.0, 57.0, 53.0, 50.0, 49.0, 47.0, 46.0, 44.0, 41.0, 35.0, 35.0, 32.0, 24.0, 22.0, 20.0, 20.0, 18.0, 15.0, 13.0, 12.0]","[3.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 4.0, 3.0, 1.0, 2.0, 1.0, 2.0, 3.0, 6.0, 0.0, 3.0, 8.0, 2.0, 2.0, 0.0, 2.0, 3.0, 2.0, 1.0, 3.0]",1.8,27.9,20 days
412,3/7/20,42,"[-4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, 37.0, 36.0, 36.0, 34.0, 32.0, 32.0, 32.0, 32.0, 31.0, 30.0, 29.0, 24.0, 22.0, 19.0, 19.0, 19.0, 15.0, 14.0, 13.0, 10.0, 10.0, 9.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 5.0, 2.0, 3.0, 0.0, 0.0, 4.0, 1.0, 1.0, 3.0, 0.0, 1.0, 1.0]",1,16.76666667,20 days
413,3/10/20,42,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 41.0, 41.0, 41.0, 39.0, 39.0, 37.0, 36.0, 36.0, 35.0, 33.0, 32.0, 29.0, 29.0, 29.0, 28.0, 27.0, 27.0, 26.0, 26.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 2.0, 0.0, 2.0, 1.0, 0.0, 1.0, 2.0, 1.0, 3.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]",0.633333333,21.73333333,30 days
414,3/8/20,151,"[3.0, 2.0, 2.0, -1.0, -6.0, -7.0, -10.0, -13.0, -31.0, 116.0, 115.0, 112.0, 106.0, 104.0, 103.0, 100.0, 90.0, 87.0, 78.0, 75.0, 70.0, 69.0, 62.0, 56.0, 50.0, 42.0, 32.0, 26.0, 21.0, 12.0]","[1.0, 0.0, 3.0, 5.0, 1.0, 3.0, 3.0, 18.0, 4.0, 1.0, 3.0, 6.0, 2.0, 1.0, 3.0, 10.0, 3.0, 9.0, 3.0, 5.0, 1.0, 7.0, 6.0, 6.0, 8.0, 10.0, 6.0, 5.0, 9.0, 1.0]",4.766666667,48.83333333,11 days
415,3/5/20,36,"[14.0, 14.0, 12.0, 11.0, 10.0, 9.0, 44.0, 44.0, 44.0, 44.0, 44.0, 42.0, 41.0, 40.0, 40.0, 38.0, 37.0, 37.0, 35.0, 35.0, 35.0, 34.0, 34.0, 34.0, 33.0, 32.0, 32.0, 32.0, 31.0, 30.0]","[0.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 0.0, 2.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",0.666666667,32.06666667,18 days
416,3/7/20,57,"[9.0, 8.0, 7.0, 7.0, 6.0, 4.0, 4.0, 4.0, 60.0, 57.0, 57.0, 55.0, 50.0, 48.0, 48.0, 44.0, 44.0, 42.0, 41.0, 39.0, 38.0, 35.0, 32.0, 29.0, 25.0, 24.0, 21.0, 19.0, 14.0, 13.0]","[1.0, 1.0, 0.0, 1.0, 2.0, 0.0, 0.0, 1.0, 3.0, 0.0, 2.0, 5.0, 2.0, 0.0, 4.0, 0.0, 2.0, 1.0, 2.0, 1.0, 3.0, 3.0, 3.0, 4.0, 1.0, 3.0, 2.0, 5.0, 1.0, 6.0]",1.966666667,29.46666667,20 days
417,3/9/20,38,"[19.0, 18.0, 16.0, 15.0, 14.0, 14.0, 14.0, 14.0, 14.0, 12.0, 48.0, 48.0, 48.0, 47.0, 47.0, 47.0, 47.0, 45.0, 45.0, 44.0, 42.0, 42.0, 42.0, 41.0, 40.0, 40.0, 39.0, 38.0, 37.0, 37.0]","[1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 2.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]",0.7,33.8,22 days
418,3/5/20,15,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 14.0, 14.0, 12.0, 12.0, 11.0, 11.0, 9.0, 7.0, 5.0, 4.0, 1.0, 0.0, 0.0, -1.0, -2.0, -2.0, -2.0, -5.0, -6.0, -6.0, -7.0, -7.0, -7.0, -7.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 2.0, 2.0, 2.0, 1.0, 3.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 3.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.7,1.4,18 days
419,3/4/20,24,"[1.0, 1.0, 1.0, 1.0, 0.0, 23.0, 23.0, 23.0, 23.0, 22.0, 20.0, 18.0, 18.0, 17.0, 16.0, 15.0, 15.0, 15.0, 15.0, 14.0, 13.0, 11.0, 11.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.533333333,12.63333333,10 days
