,ave_demand,vlt,vlt_num
37868,0,9 days,9
37869,0,30 days,30
37870,0,30 days,30
37871,0,1 days,1
37872,0,4 days,4
37873,0,12 days,12
37874,0,10 days,10
37875,0,12 days,12
37876,0,13 days,13
37877,0,23 days,23
37878,0,9 days,9
37879,0,8 days,8
37880,0,8 days,8
37881,0,20 days,20
37882,5.096774194,43 days,43
37883,0,8 days,8
37884,0,30 days,30
37885,0,30 days,30
37886,0,27 days,27
37887,0,30 days,30
37888,0,20 days,20
37889,0.032258065,20 days,20
37890,0,8 days,8
37891,0.193548387,9 days,9
37892,0,8 days,8
37893,0,9 days,9
37894,0,13 days,13
37895,0,6 days,6
37896,0,6 days,6
37897,0,1 days,1
37898,0,3 days,3
37899,0,13 days,13
37900,0,30 days,30
37901,0,27 days,27
37902,5.322580645,6 days,6
37903,0,8 days,8
37904,0,5 days,5
37905,0,6 days,6
37906,0,5 days,5
37907,0,6 days,6
37908,0,10 days,10
37909,0,6 days,6
37910,1.387096774,14 days,14
37911,0,19 days,19
37912,0,8 days,8
37913,0,4 days,4
37914,0,17 days,17
37915,0.064516129,7 days,7
37916,0,16 days,16
37917,0.096774194,14 days,14
37918,0,9 days,9
37919,0,9 days,9
37920,0,27 days,27
37921,0,16 days,16
37922,0,9 days,9
37923,0,27 days,27
37924,0,5 days,5
37925,0,9 days,9
37926,0,4 days,4
37927,0,7 days,7
37928,2.322580645,8 days,8
37929,0,8 days,8
37930,0,16 days,16
37931,0,5 days,5
37932,0,5 days,5
37933,0,13 days,13
37934,0,9 days,9
37935,0.129032258,9 days,9
37936,0,19 days,19
37937,0,5 days,5
37938,0,6 days,6
37939,0,5 days,5
37940,0,1 days,1
37941,0,8 days,8
37942,0,15 days,15
37943,0,16 days,16
37944,0,9 days,9
37945,0,9 days,9
37946,0,4 days,4
37947,0,6 days,6
37948,0,27 days,27
37949,0,15 days,15
37950,0,7 days,7
37951,0.032258065,30 days,30
37952,0,16 days,16
37953,0.290322581,7 days,7
37954,0,9 days,9
37955,0,6 days,6
37956,0,9 days,9
37957,0,8 days,8
37958,0,30 days,30
37959,0,10 days,10
37960,0,9 days,9
37961,0,12 days,12
37962,0,27 days,27
37963,0,9 days,9
37964,0,16 days,16
37965,0,8 days,8
37966,0.096774194,28 days,28
37967,0,8 days,8
37968,0,12 days,12
37969,0,8 days,8
37970,0,23 days,23
37971,0.032258065,5 days,5
37972,0,13 days,13
37973,0.064516129,9 days,9
37974,0,9 days,9
37975,0,6 days,6
37976,0,9 days,9
37977,0,9 days,9
37978,0,8 days,8
37979,25.5483871,12 days,12
37980,1,5 days,5
37981,0.032258065,12 days,12
37982,0,27 days,27
37983,0.741935484,13 days,13
37984,0,9 days,9
37985,0,8 days,8
37986,0,30 days,30
37987,0.032258065,6 days,6
37988,0,12 days,12
37989,0,4 days,4
37990,0,13 days,13
37991,0,9 days,9
37992,0,7 days,7
37993,0,6 days,6
37994,0,9 days,9
37995,0,3 days,3
37996,0,5 days,5
37997,0,11 days,11
37998,0,9 days,9
37999,0,30 days,30
38000,0,8 days,8
38001,0,30 days,30
38002,0,9 days,9
38003,0,28 days,28
38004,0.064516129,9 days,9
38005,0,5 days,5
38006,0.032258065,9 days,9
38007,0.225806452,9 days,9
38008,0.161290323,13 days,13
38009,0.032258065,6 days,6
38010,0.032258065,23 days,23
38011,0.032258065,9 days,9
38012,0.032258065,5 days,5
38013,0.322580645,5 days,5
38014,0.580645161,13 days,13
38015,0.032258065,22 days,22
38016,8.774193548,7 days,7
38017,0.064516129,29 days,29
38018,0.032258065,9 days,9
38019,0.064516129,10 days,10
38020,0.838709677,19 days,19
38021,0.35483871,22 days,22
38022,0.161290323,7 days,7
38023,0.322580645,13 days,13
38024,0.322580645,30 days,30
38025,0.290322581,16 days,16
38026,0.032258065,30 days,30
38027,1.903225806,11 days,11
38028,0.290322581,12 days,12
38029,0.483870968,7 days,7
38030,0.419354839,8 days,8
38031,7.483870968,3 days,3
38032,0.032258065,22 days,22
38033,0.35483871,30 days,30
38034,0.322580645,44 days,44
38035,0.161290323,11 days,11
38036,0.483870968,11 days,11
38037,0.258064516,8 days,8
38038,0.032258065,11 days,11
38039,0.258064516,23 days,23
38040,0.032258065,12 days,12
38041,0,10 days,10
38042,0,9 days,9
38043,0,9 days,9
38044,0,10 days,10
38045,0,10 days,10
38046,0,4 days,4
38047,0,14 days,14
38048,0,9 days,9
38049,0,10 days,10
38050,0,9 days,9
38051,0,17 days,17
38052,0,8 days,8
38053,0,14 days,14
38054,0,8 days,8
38055,0,10 days,10
38056,0,8 days,8
38057,0.032258065,30 days,30
38058,0,7 days,7
38059,0,10 days,10
38060,0,6 days,6
38061,0,10 days,10
38062,0,10 days,10
38063,0,17 days,17
38064,0,7 days,7
38065,0,6 days,6
38066,0,8 days,8
38067,0,9 days,9
38068,0,7 days,7
38069,0,4 days,4
38070,0,5 days,5
38071,0,8 days,8
38072,0,10 days,10
38073,0,9 days,9
38074,0,10 days,10
38075,0,5 days,5
38076,0,10 days,10
38077,0,18 days,18
38078,0,10 days,10
38079,0,8 days,8
38080,0,4 days,4
38081,0,8 days,8
38082,0,7 days,7
38083,0,10 days,10
38084,0,7 days,7
38085,0,10 days,10
38086,0,10 days,10
38087,0,10 days,10
38088,0,10 days,10
38089,0,10 days,10
38090,0,10 days,10
38091,0,4 days,4
38092,0,10 days,10
38093,0,10 days,10
38094,0,19 days,19
38095,0,9 days,9
38096,0,6 days,6
38097,0,7 days,7
38098,0,10 days,10
38099,0.032258065,8 days,8
38100,0,7 days,7
38101,0,6 days,6
38102,0,2 days,2
38103,0,2 days,2
38104,0,10 days,10
38105,0,7 days,7
38106,0,10 days,10
38107,0.419354839,16 days,16
38108,0,7 days,7
38109,0,9 days,9
38110,0,7 days,7
38111,0,8 days,8
38112,0,7 days,7
38113,0,10 days,10
38114,0,9 days,9
38115,0.064516129,16 days,16
38116,0,7 days,7
38117,0.096774194,13 days,13
38118,0,10 days,10
38119,0,6 days,6
38120,0,8 days,8
38121,0,7 days,7
38122,0,10 days,10
38123,0.225806452,23 days,23
38124,0,9 days,9
38125,0,7 days,7
38126,0,8 days,8
38127,0,4 days,4
38128,0,6 days,6
38129,0,10 days,10
38130,0,7 days,7
38131,0,10 days,10
38132,0,10 days,10
38133,0,6 days,6
38134,0,4 days,4
38135,0,10 days,10
38136,0,10 days,10
38137,0,10 days,10
38138,0,6 days,6
38139,0,10 days,10
38140,0,12 days,12
38141,4.322580645,8 days,8
38142,0,7 days,7
38143,0,10 days,10
38144,0,10 days,10
38145,0,6 days,6
38146,0,3 days,3
38147,0,10 days,10
38148,0,14 days,14
38149,0,7 days,7
38150,0,3 days,3
38151,0,10 days,10
38152,0,7 days,7
38153,0,7 days,7
38154,0,7 days,7
38155,0,10 days,10
38156,0,10 days,10
38157,0,19 days,19
38158,0,21 days,21
38159,0.032258065,25 days,25
38160,0,28 days,28
38161,0,6 days,6
38162,0,7 days,7
38163,0,2 days,2
38164,0,7 days,7
38165,0,10 days,10
38166,0,9 days,9
38167,0,6 days,6
38168,0,5 days,5
38169,0,5 days,5
38170,0,10 days,10
38171,0,14 days,14
38172,0,7 days,7
38173,0,7 days,7
38174,0,30 days,30
38175,0,14 days,14
38176,0,8 days,8
38177,0,10 days,10
38178,0,10 days,10
38179,0,10 days,10
38180,0,14 days,14
38181,0,9 days,9
38182,0,10 days,10
38183,0,10 days,10
38184,0,9 days,9
38185,0.129032258,33 days,33
38186,0.064516129,6 days,6
38187,0,9 days,9
38188,0,10 days,10
38189,0,10 days,10
38190,4.451612903,13 days,13
38191,0,5 days,5
38192,0,5 days,5
38193,0,4 days,4
38194,0.741935484,13 days,13
38195,0,10 days,10
38196,0,5 days,5
38197,0,6 days,6
38198,0,6 days,6
38199,0,10 days,10
38200,0,5 days,5
38201,0,10 days,10
38202,0,10 days,10
38203,0,6 days,6
38204,0,6 days,6
38205,0,8 days,8
38206,0,10 days,10
38207,0,5 days,5
38208,0,6 days,6
38209,0,7 days,7
38210,0,7 days,7
38211,0,10 days,10
38212,0,10 days,10
38213,0,10 days,10
38214,0,14 days,14
38215,0,9 days,9
38216,0,14 days,14
38217,0,10 days,10
38218,0,10 days,10
38219,0,17 days,17
38220,0,2 days,2
38221,0,7 days,7
38222,0.032258065,23 days,23
38223,0,10 days,10
38224,0,10 days,10
38225,0,10 days,10
38226,0,21 days,21
38227,0,14 days,14
38228,0,8 days,8
38229,0,6 days,6
38230,0,10 days,10
38231,0,9 days,9
38232,0,7 days,7
38233,0,7 days,7
38234,0,3 days,3
38235,0,8 days,8
38236,0.709677419,13 days,13
38237,0.225806452,18 days,18
38238,0,10 days,10
38239,0,9 days,9
38240,0,10 days,10
38241,0,8 days,8
38242,0,2 days,2
38243,0,9 days,9
38244,0,21 days,21
38245,0,10 days,10
38246,0.193548387,14 days,14
38247,0,10 days,10
38248,0.032258065,8 days,8
38249,0,8 days,8
38250,0,6 days,6
38251,0,14 days,14
38252,0,6 days,6
38253,0,6 days,6
38254,0.193548387,8 days,8
38255,0,14 days,14
38256,0,2 days,2
38257,0,9 days,9
38258,0,6 days,6
38259,0,9 days,9
38260,0.161290323,9 days,9
38261,0.032258065,10 days,10
38262,0,6 days,6
38263,0.225806452,17 days,17
38264,0,10 days,10
38265,0,30 days,30
38266,0,21 days,21
38267,0,30 days,30
38268,0,8 days,8
38269,0,10 days,10
38270,0,10 days,10
38271,0,10 days,10
38272,0.903225806,14 days,14
38273,0,7 days,7
38274,0,4 days,4
38275,0,7 days,7
38276,0,9 days,9
38277,0,10 days,10
38278,0,17 days,17
38279,0,8 days,8
38280,0.032258065,30 days,30
38281,0,10 days,10
38282,0,7 days,7
38283,0,7 days,7
38284,0,7 days,7
38285,0,7 days,7
38286,0,9 days,9
38287,0,10 days,10
38288,0.419354839,30 days,30
38289,0.032258065,8 days,8
38290,0,10 days,10
38291,0,8 days,8
38292,0,10 days,10
38293,0,10 days,10
38294,0,10 days,10
38295,0,10 days,10
38296,0,10 days,10
38297,0,14 days,14
38298,0.580645161,30 days,30
38299,0,9 days,9
38300,0,6 days,6
38301,0,10 days,10
38302,0.064516129,19 days,19
38303,0,9 days,9
38304,0.193548387,13 days,13
38305,0,10 days,10
38306,0,10 days,10
38307,0,7 days,7
38308,0,30 days,30
38309,0,9 days,9
38310,0,10 days,10
38311,0,10 days,10
38312,0,10 days,10
38313,0,10 days,10
38314,0,10 days,10
38315,27,8 days,8
38316,1.6,3 days,3
38317,0.8,12 days,12
38318,2,11 days,11
38319,0.032258065,10 days,10
38320,0.193548387,4 days,4
38321,2.64516129,15 days,15
38322,0.032258065,7 days,7
38323,0.129032258,30 days,30
38324,0,13 days,13
38325,0,17 days,17
38326,0.193548387,13 days,13
38327,0.419354839,8 days,8
38328,0.032258065,7 days,7
38329,0.032258065,17 days,17
38330,0.193548387,16 days,16
38331,0.290322581,4 days,4
38332,0.612903226,18 days,18
38333,1.290322581,8 days,8
38334,0,13 days,13
38335,0.064516129,9 days,9
38336,0.032258065,29 days,29
38337,1.225806452,15 days,15
38338,0.483870968,10 days,10
38339,0.161290323,8 days,8
38340,0.935483871,18 days,18
38341,0.032258065,5 days,5
38342,0.032258065,17 days,17
38343,0.161290323,30 days,30
38344,1.935483871,6 days,6
38345,2.096774194,7 days,7
38346,0.548387097,16 days,16
38347,0.258064516,9 days,9
38348,0.096774194,6 days,6
38349,0.096774194,8 days,8
38350,0.032258065,25 days,25
38351,0.483870968,9 days,9
38352,2.032258065,7 days,7
38353,0.064516129,13 days,13
38354,0.032258065,20 days,20
38355,0.451612903,12 days,12
38356,0.129032258,7 days,7
38357,0.064516129,12 days,12
38358,0.032258065,12 days,12
38359,0.096774194,7 days,7
38360,0.096774194,21 days,21
38361,0,3 days,3
38362,0,10 days,10
38363,0,15 days,15
38364,0,20 days,20
38365,0.451612903,6 days,6
38366,0,6 days,6
38367,0.451612903,5 days,5
38368,0,7 days,7
38369,0,22 days,22
38370,0,11 days,11
38371,0,19 days,19
38372,0,10 days,10
38373,0,15 days,15
38374,0,15 days,15
38375,0.129032258,30 days,30
38376,0,15 days,15
38377,0,11 days,11
38378,0,15 days,15
38379,0,8 days,8
38380,0,10 days,10
38381,0,17 days,17
38382,0,3 days,3
38383,0,6 days,6
38384,0,11 days,11
38385,0,7 days,7
38386,0.322580645,13 days,13
38387,0.064516129,23 days,23
38388,0.5,2 days,2
38389,0,6 days,6
38390,0,22 days,22
38391,1.096774194,9 days,9
38392,0,22 days,22
38393,0,11 days,11
38394,0.064516129,6 days,6
38395,0,10 days,10
38396,2.548387097,12 days,12
38397,0.064516129,28 days,28
38398,0,18 days,18
38399,0,6 days,6
38400,0.612903226,7 days,7
38401,0,22 days,22
38402,0,15 days,15
38403,0.096774194,8 days,8
38404,0,15 days,15
38405,0,18 days,18
38406,0.032258065,21 days,21
38407,0,10 days,10
38408,0,10 days,10
38409,0,3 days,3
38410,0.064516129,2 days,2
38411,0,6 days,6
38412,0.064516129,9 days,9
38413,0,11 days,11
38414,0,22 days,22
38415,0,8 days,8
38416,0,3 days,3
38417,0,10 days,10
38418,0,15 days,15
38419,0,10 days,10
38420,0,7 days,7
38421,0,15 days,15
38422,0,6 days,6
38423,0,8 days,8
38424,0,10 days,10
38425,0,15 days,15
38426,0,11 days,11
38427,0,15 days,15
38428,0,4 days,4
38429,0,15 days,15
38430,0.032258065,7 days,7
38431,0,10 days,10
38432,0,15 days,15
38433,0,15 days,15
38434,0,4 days,4
38435,0,11 days,11
38436,0,10 days,10
38437,0,4 days,4
38438,0,22 days,22
38439,0,15 days,15
38440,0,15 days,15
38441,0,10 days,10
38442,0,6 days,6
38443,0,3 days,3
38444,0.032258065,23 days,23
38445,0,7 days,7
38446,0,8 days,8
38447,0.709677419,15 days,15
38448,0,10 days,10
38449,3.161290323,11 days,11
38450,0,3 days,3
38451,0,8 days,8
38452,0,8 days,8
38453,0.129032258,30 days,30
38454,0,4 days,4
38455,0,10 days,10
38456,0,15 days,15
38457,0,10 days,10
38458,0,8 days,8
38459,0,7 days,7
38460,0,15 days,15
38461,0,8 days,8
38462,0.225806452,9 days,9
38463,0.258064516,8 days,8
38464,0,11 days,11
38465,0,3 days,3
38466,0,3 days,3
38467,0.032258065,10 days,10
38468,0,22 days,22
38469,0,6 days,6
38470,0,22 days,22
38471,0,10 days,10
38472,0.225806452,11 days,11
38473,0,22 days,22
38474,0,11 days,11
38475,0,6 days,6
38476,0,8 days,8
38477,0,10 days,10
38478,0,6 days,6
38479,0,7 days,7
38480,0,22 days,22
38481,1.419354839,6 days,6
38482,0,3 days,3
38483,0,15 days,15
38484,0.064516129,30 days,30
38485,0,22 days,22
38486,1.741935484,5 days,5
38487,0.161290323,30 days,30
38488,0,7 days,7
38489,0,8 days,8
38490,0,6 days,6
38491,0,15 days,15
38492,0,4 days,4
38493,0,7 days,7
38494,0,11 days,11
38495,0.032258065,9 days,9
38496,0.161290323,12 days,12
38497,0,6 days,6
38498,0,3 days,3
38499,0,15 days,15
38500,0,7 days,7
38501,0,10 days,10
38502,0,8 days,8
38503,0.612903226,8 days,8
38504,0,22 days,22
38505,0.064516129,28 days,28
38506,0,3 days,3
38507,0,22 days,22
38508,0,15 days,15
38509,0,15 days,15
38510,0,15 days,15
38511,38.41935484,8 days,8
38512,0,15 days,15
38513,0,22 days,22
38514,0,22 days,22
38515,0,3 days,3
38516,0,3 days,3
38517,0,10 days,10
38518,0,15 days,15
38519,0,7 days,7
38520,0,8 days,8
38521,0.258064516,11 days,11
38522,0,10 days,10
38523,0,22 days,22
38524,0,9 days,9
38525,0,7 days,7
38526,0,6 days,6
38527,2.75,5 days,5
38528,0,11 days,11
38529,1,10 days,10
38530,0,14 days,14
38531,0,9 days,9
38532,0,15 days,15
38533,0,22 days,22
38534,0,6 days,6
38535,0,10 days,10
38536,0,6 days,6
38537,0,22 days,22
38538,3.870967742,8 days,8
38539,0.322580645,6 days,6
38540,0,3 days,3
38541,0,22 days,22
38542,3.774193548,15 days,15
38543,0,9 days,9
38544,0,10 days,10
38545,0.064516129,9 days,9
38546,0,9 days,9
38547,0,15 days,15
38548,0,7 days,7
38549,0,10 days,10
38550,0.032258065,12 days,12
38551,0.064516129,12 days,12
38552,0.935483871,5 days,5
38553,1.903225806,9 days,9
38554,0.548387097,17 days,17
38555,0.387096774,8 days,8
38556,0.096774194,5 days,5
38557,0.064516129,14 days,14
38558,0.096774194,9 days,9
38559,0.064516129,30 days,30
38560,0.387096774,13 days,13
38561,0.64516129,12 days,12
38562,3.580645161,6 days,6
38563,0.064516129,18 days,18
38564,0.064516129,15 days,15
38565,0.161290323,23 days,23
38566,0.774193548,13 days,13
38567,0.096774194,15 days,15
38568,0.032258065,26 days,26
38569,0.419354839,30 days,30
38570,0.096774194,6 days,6
38571,0.064516129,30 days,30
38572,0.096774194,8 days,8
38573,0.032258065,9 days,9
38574,0.677419355,13 days,13
38575,0.032258065,6 days,6
38576,0.903225806,12 days,12
38577,0.225806452,8 days,8
38578,0.838709677,10 days,10
38579,0.064516129,10 days,10
38580,0.161290323,9 days,9
38581,0.064516129,11 days,11
38582,0.225806452,23 days,23
38583,0.129032258,17 days,17
38584,0,9 days,9
38585,0,9 days,9
38586,0,28 days,28
38587,0,12 days,12
38588,0,6 days,6
38589,0,4 days,4
38590,0,12 days,12
38591,0,21 days,21
38592,0,12 days,12
38593,0,4 days,4
38594,0,16 days,16
38595,0,4 days,4
38596,0,12 days,12
38597,0,22 days,22
38598,0,4 days,4
38599,0,4 days,4
38600,1.774193548,15 days,15
38601,0,5 days,5
38602,0,12 days,12
38603,0,21 days,21
38604,0.161290323,8 days,8
38605,0,9 days,9
38606,0,16 days,16
38607,0,4 days,4
38608,0,5 days,5
38609,0,8 days,8
38610,0,5 days,5
38611,0,12 days,12
38612,0,16 days,16
38613,0,30 days,30
38614,0.032258065,30 days,30
38615,0,12 days,12
38616,0,12 days,12
38617,0,19 days,19
38618,0,4 days,4
38619,0,12 days,12
38620,0.032258065,30 days,30
38621,0,4 days,4
38622,0,9 days,9
38623,0,12 days,12
38624,0,5 days,5
38625,0,30 days,30
38626,0,12 days,12
38627,0,4 days,4
38628,0,9 days,9
38629,0,19 days,19
38630,0,14 days,14
38631,0,12 days,12
38632,0,7 days,7
38633,0,16 days,16
38634,0,12 days,12
38635,0,19 days,19
38636,0,12 days,12
38637,0,5 days,5
38638,0,15 days,15
38639,0,4 days,4
38640,0,5 days,5
38641,0,14 days,14
38642,0,4 days,4
38643,0,12 days,12
38644,0,12 days,12
38645,0,4 days,4
38646,0,12 days,12
38647,0,5 days,5
38648,0,7 days,7
38649,0,6 days,6
38650,0,9 days,9
38651,0,8 days,8
38652,0,8 days,8
38653,0,16 days,16
38654,0,4 days,4
38655,0,5 days,5
38656,0,4 days,4
38657,0,12 days,12
38658,0,12 days,12
38659,0,4 days,4
38660,0,12 days,12
38661,0,12 days,12
38662,0,12 days,12
38663,0.096774194,14 days,14
38664,0,12 days,12
38665,0,5 days,5
38666,0,12 days,12
38667,0,12 days,12
38668,0,12 days,12
38669,0,12 days,12
38670,1,15 days,15
38671,0,12 days,12
38672,0,12 days,12
38673,0,12 days,12
38674,0,5 days,5
38675,0,8 days,8
38676,0,12 days,12
38677,0,30 days,30
38678,0,30 days,30
38679,0,4 days,4
38680,0,4 days,4
38681,0,6 days,6
38682,0,4 days,4
38683,0,4 days,4
38684,0,4 days,4
38685,0,12 days,12
38686,0,4 days,4
38687,0,12 days,12
38688,0,16 days,16
38689,0,4 days,4
38690,0,12 days,12
38691,0,11 days,11
38692,0,4 days,4
38693,0.032258065,30 days,30
38694,0,12 days,12
38695,0,9 days,9
38696,0,13 days,13
38697,0,12 days,12
38698,0,16 days,16
38699,0,12 days,12
38700,0,15 days,15
38701,0,5 days,5
38702,0,12 days,12
38703,0,5 days,5
38704,0,16 days,16
38705,0,5 days,5
38706,0,5 days,5
38707,0,9 days,9
38708,0.064516129,7 days,7
38709,0,5 days,5
38710,0,5 days,5
38711,0.064516129,3 days,3
38712,0,4 days,4
38713,0,4 days,4
38714,0,19 days,19
38715,0,4 days,4
38716,0.032258065,22 days,22
38717,0,4 days,4
38718,0,4 days,4
38719,0,5 days,5
38720,0.258064516,6 days,6
38721,0.032258065,30 days,30
38722,0,9 days,9
38723,0,12 days,12
38724,0,16 days,16
38725,0,12 days,12
38726,0,12 days,12
38727,0,16 days,16
38728,0,5 days,5
38729,0,9 days,9
38730,0,12 days,12
38731,0,12 days,12
38732,0,16 days,16
38733,0,4 days,4
38734,0.032258065,10 days,10
38735,0,30 days,30
38736,0,5 days,5
38737,0,4 days,4
38738,0,7 days,7
38739,0,12 days,12
38740,0.290322581,8 days,8
38741,0.032258065,8 days,8
38742,0,6 days,6
38743,0,8 days,8
38744,0,14 days,14
38745,0,16 days,16
38746,0.064516129,13 days,13
38747,0,10 days,10
38748,0,5 days,5
38749,0,8 days,8
38750,0,12 days,12
38751,0.032258065,30 days,30
38752,0,4 days,4
38753,0,5 days,5
38754,0,12 days,12
38755,0,8 days,8
38756,0,14 days,14
38757,0,12 days,12
38758,0,9 days,9
38759,0,16 days,16
38760,0,12 days,12
38761,0,12 days,12
38762,0,12 days,12
38763,0,7 days,7
38764,0,14 days,14
38765,0,9 days,9
38766,44.09677419,9 days,9
38767,0,30 days,30
38768,1.064516129,17 days,17
38769,0,30 days,30
38770,0,4 days,4
38771,0.096774194,10 days,10
38772,0,4 days,4
38773,0,7 days,7
38774,0,12 days,12
38775,0,12 days,12
38776,0,12 days,12
38777,0,4 days,4
38778,0,4 days,4
38779,0.193548387,30 days,30
38780,0,20 days,20
38781,0,12 days,12
38782,0,5 days,5
38783,0.064516129,13 days,13
38784,0,12 days,12
38785,0,12 days,12
38786,0,5 days,5
38787,0,5 days,5
38788,0,9 days,9
38789,0,4 days,4
38790,0,5 days,5
38791,0,5 days,5
38792,0,12 days,12
38793,0,12 days,12
38794,0,12 days,12
38795,0,12 days,12
38796,0.032258065,11 days,11
38797,0,19 days,19
38798,0.032258065,6 days,6
38799,0.064516129,11 days,11
38800,0,5 days,5
38801,0,12 days,12
38802,0,19 days,19
38803,0,12 days,12
38804,0,16 days,16
38805,0,16 days,16
38806,0.032258065,30 days,30
38807,0,5 days,5
38808,0,8 days,8
38809,0,12 days,12
38810,0,5 days,5
38811,0,4 days,4
38812,0,12 days,12
38813,0,16 days,16
38814,0,12 days,12
38815,0,4 days,4
38816,0,13 days,13
38817,0,12 days,12
38818,0,12 days,12
38819,0,4 days,4
38820,0,8 days,8
38821,0,5 days,5
38822,0,18 days,18
38823,1.387096774,5 days,5
38824,0,14 days,14
38825,0,5 days,5
38826,0,9 days,9
38827,0.032258065,30 days,30
38828,0,5 days,5
38829,0,19 days,19
38830,0,12 days,12
38831,0,4 days,4
38832,0,4 days,4
38833,0,5 days,5
38834,0,4 days,4
38835,0,4 days,4
38836,0,4 days,4
38837,0,16 days,16
38838,0,7 days,7
38839,0,5 days,5
38840,0,16 days,16
38841,0,9 days,9
38842,0,16 days,16
38843,0,30 days,30
38844,0,12 days,12
38845,0,4 days,4
38846,0,12 days,12
38847,0,12 days,12
38848,0,7 days,7
38849,0.064516129,6 days,6
38850,0,12 days,12
38851,0,4 days,4
38852,0.258064516,15 days,15
38853,0,4 days,4
38854,0,9 days,9
38855,0,19 days,19
38856,0,8 days,8
38857,0,12 days,12
38858,0,16 days,16
38859,0,12 days,12
38860,0,12 days,12
38861,0,4 days,4
38862,0,4 days,4
38863,0,4 days,4
38864,0,8 days,8
38865,0,12 days,12
38866,0,51 days,51
38867,0,4 days,4
38868,0,12 days,12
38869,0,12 days,12
38870,0,12 days,12
38871,0,4 days,4
38872,0,4 days,4
38873,0,4 days,4
38874,0,9 days,9
38875,0,16 days,16
38876,0.516129032,14 days,14
38877,0,18 days,18
38878,0,5 days,5
38879,0,16 days,16
38880,0,20 days,20
38881,0,5 days,5
38882,0,5 days,5
38883,0,51 days,51
38884,0,5 days,5
38885,0.129032258,23 days,23
38886,0,5 days,5
38887,0,11 days,11
38888,0,12 days,12
38889,0,12 days,12
38890,0,12 days,12
38891,0,7 days,7
38892,0,5 days,5
38893,0,16 days,16
38894,0,12 days,12
38895,0.333333333,8 days,8
38896,0.666666667,16 days,16
38897,0.333333333,15 days,15
38898,0.333333333,15 days,15
38899,0.666666667,9 days,9
38900,1.666666667,6 days,6
38901,0.129032258,9 days,9
38902,0.129032258,30 days,30
38903,0.161290323,12 days,12
38904,0.64516129,18 days,18
38905,0.064516129,5 days,5
38906,6.451612903,8 days,8
38907,0.290322581,7 days,7
38908,0.741935484,30 days,30
38909,0.096774194,2 days,2
38910,0.032258065,6 days,6
38911,0.032258065,9 days,9
38912,0.193548387,30 days,30
38913,0.032258065,17 days,17
38914,4.064516129,15 days,15
38915,0.096774194,19 days,19
38916,0.032258065,9 days,9
38917,0.032258065,8 days,8
38918,0.290322581,11 days,11
38919,0.032258065,30 days,30
38920,0.516129032,30 days,30
38921,2.64516129,9 days,9
38922,0,11 days,11
38923,0.064516129,8 days,8
38924,0.967741935,10 days,10
38925,0.096774194,8 days,8
38926,0.129032258,25 days,25
38927,0.096774194,11 days,11
38928,0.806451613,8 days,8
38929,23.93548387,5 days,5
38930,0.161290323,12 days,12
38931,0.258064516,11 days,11
38932,0.419354839,15 days,15
38933,0.129032258,27 days,27
38934,0.064516129,30 days,30
38935,0.032258065,7 days,7
38936,0,5 days,5
38937,0,6 days,6
38938,0,13 days,13
38939,0,6 days,6
38940,0,10 days,10
38941,0,5 days,5
38942,0,5 days,5
38943,0,5 days,5
38944,1.387096774,12 days,12
38945,0,5 days,5
38946,0,13 days,13
38947,0,31 days,31
38948,0,5 days,5
38949,0,5 days,5
38950,0,5 days,5
38951,0.161290323,30 days,30
38952,0,5 days,5
38953,0,5 days,5
38954,0,5 days,5
38955,0,13 days,13
38956,0,6 days,6
38957,0,13 days,13
38958,0,17 days,17
38959,0,8 days,8
38960,0.290322581,4 days,4
38961,0.032258065,10 days,10
38962,0,31 days,31
38963,0,5 days,5
38964,0,13 days,13
38965,0,5 days,5
38966,0,10 days,10
38967,0,5 days,5
38968,0,6 days,6
38969,0,5 days,5
38970,0,5 days,5
38971,0,9 days,9
38972,0.032258065,12 days,12
38973,0,5 days,5
38974,0,25 days,25
38975,0,5 days,5
38976,0,6 days,6
38977,0,5 days,5
38978,0,5 days,5
38979,0,31 days,31
38980,0,5 days,5
38981,0,5 days,5
38982,0,5 days,5
38983,0,5 days,5
38984,0,5 days,5
38985,0,5 days,5
38986,0,5 days,5
38987,0,9 days,9
38988,0,10 days,10
38989,0,13 days,13
38990,0,9 days,9
38991,0,5 days,5
38992,0,5 days,5
38993,0,5 days,5
38994,1,11 days,11
38995,0.129032258,30 days,30
38996,0,13 days,13
38997,0,5 days,5
38998,0,6 days,6
38999,0,13 days,13
39000,0,5 days,5
39001,0,6 days,6
39002,0,31 days,31
39003,0,23 days,23
39004,0.096774194,33 days,33
39005,0,13 days,13
39006,0,10 days,10
39007,0,13 days,13
39008,0.032258065,9 days,9
39009,0,13 days,13
39010,0.032258065,30 days,30
39011,0,13 days,13
39012,0,31 days,31
39013,0,13 days,13
39014,0,13 days,13
39015,0,13 days,13
39016,0,13 days,13
39017,0,13 days,13
39018,0,13 days,13
39019,0,13 days,13
39020,0,13 days,13
39021,0,31 days,31
39022,0,13 days,13
39023,28.16129032,10 days,10
39024,13.48387097,21 days,21
39025,0,9 days,9
39026,0,5 days,5
39027,0,9 days,9
39028,0,5 days,5
39029,0,9 days,9
39030,0,13 days,13
39031,0,31 days,31
39032,0,13 days,13
39033,0,13 days,13
39034,0,13 days,13
39035,0,13 days,13
39036,1.935483871,7 days,7
39037,0,13 days,13
