sku_dc_pair_index,complete_tm,order_amount,test_inv,test_demand,ave_demand,ave_inv,vlt,vlt_num
176,3/29/20,56.68,"[51.0, 40.0, 28.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[11.0, 12.0, 27.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.64516129,3.75,6 days,6
177,4/4/20,54.999,"[0, 0.0, -4.0, -16.0, -30.0, -32.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0]","[0.0, 4.0, 12.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.032258065,15.3125,5 days,5
178,4/18/20,68.406,"[58.0, 48.0, 43.0, 43.0, 38.0, 33.0, 33.0]","[2.0, 10.0, 5.0, 0.0, 5.0, 5.0, 0.0]",3.857142857,42.28571429,12 days,12
179,4/22/20,9.32,"[11.0, 9.0, 6.0, -2.0, -4.0, -6.0]","[0.0, 2.0, 3.0, 8.0, 2.0, 2.0]",2.833333333,2.333333333,17 days,17
180,4/22/20,8.569,"[2.0, 2.0, 2.0, 2.0, 2.0, -2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 4.0]",0.666666667,1.333333333,17 days,17
181,4/15/20,44.833,"[-3.0, -7.0, -7.0, -7.0, -11.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -15.0, -17.0, -19.0, -19.0, 25.0, 25.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 22.0]","[4.0, 0.0, 0.0, 4.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",0.612903226,4.71875,24 days,24
182,4/8/20,56.397,"[22.0, 21.0]","[1.0, 1.0]",1,21.5,7 days,7
183,4/9/20,57.706,"[-10.0, -12.0]","[0.0, 2.0]",1,-11,8 days,8
184,4/10/20,56.199,"[7.0, -1.0]","[0.0, 8.0]",4,3,9 days,9
185,3/31/20,55.105,"[0.0, 0.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 50.0, 45.0, 34.0, 30.0, 24.0, 17.0, 13.0, 9.0, -13.0, -18.0, -22.0, -27.0, -32.0, -34.0, -41.0, -44.0, -47.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 5.0, 11.0, 4.0, 6.0, 7.0, 4.0, 4.0, 22.0, 5.0, 4.0, 5.0, 5.0, 2.0, 7.0, 3.0, 3.0]",3.290322581,20.59375,6 days,6
186,4/8/20,74.062,"[2, 1.0, -3.0, -12.0, -12.0, -12.0, -12.0, -12.0, -12.0, -13.0, 55.0, 52.0, 52.0, 52.0, 52.0, 51.0, 44.0, 33.0, 33.0, 33.0, 33.0, 33.0, 22.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 11.0, 2.0]","[1.0, 4.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 6.0, 3.0, 0.0, 0.0, 0.0, 1.0, 7.0, 11.0, 0.0, 0.0, 0.0, 0.0, 11.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 9.0]",2.387096774,18.9375,9 days,9
187,3/27/20,74.307,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 32.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 14.0, -12.0, -19.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 26.0, 7.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.290322581,16.78125,9 days,9
188,4/5/20,34.792,"[-10.0, -10.0, -10.0, -10.0, -10.0, -10.0, -10.0, 24.0, 24.0, 24.0, 24.0, 24.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 21.0, 20.0, 20.0, 10.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 6.0, 4.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 10.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 2.0]",0.64516129,11.21875,7 days,7
189,3/28/20,75.476,"[69.0, 67.0, 67.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 64.0, 59.0, 57.0, 47.0, 40.0, 36.0, 30.0, 22.0, 20.0, 14.0, 12.0, 7.0, 3.0, -6.0, -13.0, -17.0, -24.0, -26.0]","[2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 5.0, 2.0, 10.0, 7.0, 4.0, 6.0, 8.0, 2.0, 6.0, 2.0, 5.0, 4.0, 9.0, 7.0, 4.0, 7.0, 2.0]",3.064516129,39.1875,1 days,1
190,3/20/20,30.039,"[23.0, 23.0, 21.0, 19.0, 11.0, 11.0, 9.0, 6.0, 4.0, -2.0, -4.0, -4.0, -11.0, -13.0, -15.0, -17.0, -23.0, -30.0, -32.0, -32.0, -33.0, -35.0, -35.0, -35.0, -35.0, -35.0, -35.0, -35.0, -37.0, -42.0, -45.0, -47.0]","[0.0, 2.0, 2.0, 8.0, 0.0, 2.0, 3.0, 2.0, 6.0, 2.0, 0.0, 7.0, 2.0, 2.0, 2.0, 6.0, 7.0, 2.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 5.0, 3.0, 2.0]",2.258064516,-15.78125,1 days,1
191,4/21/20,34.678,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -7.0, -7.0, -9.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -13.0, -18.0, -18.0, -23.0, -26.0, -28.0, -31.0, -36.0, -7.0, -7.0, -8.0, -9.0, -12.0, -12.0, -13.0, -14.0, -14.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 5.0, 0.0, 5.0, 3.0, 2.0, 3.0, 5.0, 5.0, 0.0, 1.0, 1.0, 3.0, 0.0, 1.0, 1.0, 0.0]",1.516129032,-12,30 days,30
192,4/10/20,16.251,"[0.0, 0.0, 0.0, -1.0, -4.0, -5.0, -5.0, -8.0, -8.0, -8.0, -8.0, -8.0, 8.0, 7.0, 7.0, 7.0, 7.0, 6.0, 5.0, 1.0, 1.0, -1.0, -5.0, -7.0, -8.0, -10.0, -11.0, -12.0, -13.0, -13.0, -13.0, -14.0]","[0.0, 0.0, 1.0, 3.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 4.0, 0.0, 2.0, 4.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0.967741935,-3.53125,19 days,19
193,4/28/20,18.944,"[6.0, 5.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, -1.0, -2.0, -7.0, -7.0, -7.0, -8.0, -9.0, -10.0, -14.0, -14.0, -16.0, -17.0, -17.0, -18.0, -18.0, -18.0, 0.0, -3.0]","[1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 5.0, 0.0, 0.0, 1.0, 1.0, 1.0, 4.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0]",0.870967742,-5.03125,30 days,30
194,4/21/20,18.468,"[0.0, 0.0, 0.0, 0.0, -1.0, -2.0, -3.0, -5.0, -5.0, -5.0, -5.0, -6.0, -6.0, -6.0, -6.0, -6.0, -7.0, -9.0, -11.0, -12.0, -14.0, -16.0, -16.0, -2.0, -2.0, -5.0, -7.0, -10.0, -12.0, -12.0, -12.0, -12.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 0.0, 4.0, 0.0, 3.0, 2.0, 3.0, 2.0, 0.0, 0.0, 0.0]",0.967741935,-6.71875,30 days,30
195,4/21/20,79.161,"[34.0, 24.0, 20.0, 16.0, 14.0, 12.0, 8.0, 5.0, 2.0, -9.0, -10.0, -16.0, -19.0, -20.0, -25.0, -29.0, -30.0, -33.0, -35.0, -36.0, -38.0, -41.0, -42.0, 37.0, 34.0, 34.0, 32.0, 29.0, 29.0, 28.0, 28.0, 28.0]","[10.0, 4.0, 4.0, 2.0, 2.0, 4.0, 3.0, 3.0, 11.0, 1.0, 6.0, 3.0, 1.0, 5.0, 4.0, 1.0, 3.0, 2.0, 1.0, 2.0, 3.0, 1.0, 0.0, 3.0, 0.0, 2.0, 3.0, 0.0, 1.0, 0.0, 0.0]",2.741935484,0.96875,30 days,30
196,4/8/20,56.159,"[5.0, 4.0, 4.0, 4.0, 3.0, 1.0, 1.0, 0.0, -1.0, -4.0, 52.0, 51.0, 48.0, 47.0, 43.0, 41.0, 38.0, 36.0, 30.0, 29.0, 29.0, 28.0, 24.0, 22.0, 22.0, 22.0, 22.0, 21.0, 21.0, 20.0, 18.0, 15.0]","[1.0, 0.0, 0.0, 1.0, 2.0, 0.0, 1.0, 1.0, 3.0, 0.0, 1.0, 3.0, 1.0, 4.0, 2.0, 3.0, 2.0, 6.0, 1.0, 0.0, 1.0, 4.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 3.0]",1.483870968,21.75,17 days,17
197,4/3/20,25.456,"[-1.0, -1.0, -1.0, -1.0, -1.0, 24.0, 23.0, 23.0, 22.0, 22.0, 21.0, 20.0, 19.0, 19.0, 18.0, 18.0, 18.0, 18.0, 13.0, 12.0, 12.0, 11.0, 11.0, 10.0, 10.0, 10.0, 6.0, 5.0, 5.0, 3.0, -1.0, -2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 5.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 4.0, 1.0, 0.0, 2.0, 4.0, 1.0]",0.838709677,11.40625,5 days,5
198,4/27/20,18.911,"[10, 8.0, 2.0, 2.0, 1.0, 19.0, 18.0, -1.0]","[2.0, 6.0, 0.0, 1.0, 0.0, 1.0, 19.0]",4.142857143,7.375,4 days,4
199,4/4/20,31.602,"[0, -1.0, -2.0, -2.0, -2.0, -2.0, 28.0, 28.0, 28.0, 27.0, 27.0, 26.0, 25.0, 24.0, 22.0, 21.0, 20.0, 18.0, 18.0, 17.0, 17.0, 17.0, 15.0, 14.0, 12.0, 12.0, 12.0, 12.0, 10.0, 9.0, 9.0, 8.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 0.0, 1.0, 0.0, 0.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 1.0]",0.741935484,14.59375,5 days,5
200,4/20/20,33.619,"[16, 14.0, 11.0, 10.0, 10.0, 43.0, 42.0, 38.0, 37.0, 37.0, 36.0, 35.0, 35.0, 35.0, 10.0]","[2.0, 3.0, 1.0, 0.0, 0.0, 1.0, 4.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 25.0]",2.785714286,27.26666667,4 days,4
201,4/17/20,43.759,"[39.0, 36.0, 35.0, 33.0, 25.0, 16.0, 12.0, 10.0, 7.0, 4.0, 0.0, -16.0, -17.0]","[2.0, 3.0, 1.0, 2.0, 8.0, 9.0, 4.0, 2.0, 3.0, 3.0, 4.0, 16.0, 1.0]",4.461538462,14.15384615,5 days,5
202,4/18/20,39.157,"[-1.0, 37.0, 36.0, 33.0, 28.0, 19.0, 17.0, 12.0, 6.0, -2.0, -3.0, -10.0, -15.0]","[0.0, 1.0, 1.0, 3.0, 5.0, 9.0, 2.0, 5.0, 6.0, 8.0, 1.0, 7.0, 5.0]",4.076923077,12.07692308,6 days,6
203,4/4/20,37.605,"[5, 4.0, 4.0, 4.0, 3.0, 3.0, 40.0, 39.0, 38.0, 38.0, 37.0, 36.0, 31.0, 26.0, 26.0, 26.0, 23.0, 22.0, 21.0, 19.0, 18.0, 18.0, 16.0, 16.0, 13.0, 13.0, 12.0, 10.0, 7.0, 4.0, 4.0, 2.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 5.0, 5.0, 0.0, 0.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 2.0, 0.0, 3.0, 0.0, 1.0, 2.0, 3.0, 3.0, 0.0, 2.0]",1.290322581,18.0625,5 days,5
204,4/5/20,52.234,"[8, 4.0, 3.0, 3.0, 2.0, 2.0, 2.0, 51.0, 50.0, 49.0, 44.0, 34.0, 28.0, 25.0, 20.0, 15.0, 15.0, 14.0, 8.0, 1.0, -11.0, -17.0, -20.0, -25.0, -29.0, -30.0, -31.0, -32.0, -37.0, -41.0, -41.0, -62.0]","[4.0, 1.0, 0.0, 1.0, 0.0, 0.0, 3.0, 1.0, 1.0, 5.0, 10.0, 6.0, 3.0, 5.0, 5.0, 0.0, 1.0, 6.0, 7.0, 12.0, 6.0, 3.0, 5.0, 4.0, 1.0, 1.0, 1.0, 5.0, 4.0, 0.0, 21.0]",3.935483871,0.0625,6 days,6
205,4/18/20,96.069,"[1.0, 0.0, 95.0, 90.0, 86.0, 78.0, 76.0, 72.0, 66.0, 63.0, 59.0, 59.0, 54.0, 53.0]","[1.0, 1.0, 1.0, 5.0, 4.0, 8.0, 2.0, 4.0, 6.0, 3.0, 4.0, 0.0, 5.0, 1.0]",3.214285714,60.85714286,5 days,5
206,3/22/20,56.064,"[44.0, 44.0, 44.0, 44.0, 41.0, 41.0, 38.0, 38.0, 36.0, 34.0, 32.0, 32.0, 32.0, 30.0, 28.0, 26.0, 24.0, 24.0, 19.0, 17.0, 17.0, 15.0, 13.0, 7.0, 5.0, 3.0, 3.0, 1.0, 1.0, -1.0, -3.0, -9.0]","[0.0, 0.0, 0.0, 3.0, 0.0, 3.0, 0.0, 2.0, 2.0, 2.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 0.0, 5.0, 2.0, 0.0, 2.0, 2.0, 6.0, 2.0, 2.0, 0.0, 2.0, 0.0, 2.0, 2.0, 6.0]",1.709677419,22.5,4 days,4
207,4/27/20,60.254,"[57, 49.0, 45.0, 39.0, 31.0, 21.0, 81.0, 81.0, 79.0]","[8.0, 4.0, 6.0, 8.0, 10.0, 0.0, 0.0, 2.0]",4.75,53.66666667,5 days,5
208,4/23/20,11.846,"[11, 9.0, 9.0, 7.0, 7.0, 18.0, 18.0, 15.0, 15.0, 15.0, 15.0, 15.0]","[2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0]",0.636363636,12.83333333,4 days,4
209,3/28/20,39.362,"[74.0, 71.0, 70.0, 70.0, 68.0, 63.0, 61.0, 59.0, 57.0, 54.0, 48.0, 40.0, 34.0, 30.0, 28.0, 22.0, 22.0, 22.0, 20.0, 4.0, 0.0, -2.0, -17.0, -24.0, -34.0, -43.0, -56.0, -65.0, -66.0, -68.0, -72.0, -76.0]","[3.0, 1.0, 0.0, 2.0, 5.0, 2.0, 2.0, 2.0, 3.0, 6.0, 8.0, 6.0, 4.0, 2.0, 6.0, 0.0, 0.0, 2.0, 16.0, 4.0, 2.0, 15.0, 7.0, 10.0, 9.0, 13.0, 9.0, 1.0, 2.0, 4.0, 4.0]",4.838709677,12.3125,5 days,5
210,4/15/20,69.173,"[56.0, 54.0, 52.0, 50.0, 47.0, 47.0, 46.0, 43.0, 38.0, 37.0, 36.0, 35.0, 30.0]","[8.0, 2.0, 2.0, 2.0, 3.0, 0.0, 1.0, 3.0, 5.0, 1.0, 1.0, 1.0, 5.0]",2.615384615,43.92307692,3 days,3
211,4/25/20,47.329,"[9, 7.0, 7.0, 7.0, 7.0, 7.0, 50.0, 48.0, 41.0, 41.0, 39.0]","[2.0, 0.0, 0.0, 0.0, 0.0, 4.0, 2.0, 7.0, 0.0, 2.0]",1.7,23.90909091,5 days,5
212,4/4/20,50.746,"[9, 5.0, 3.0, 3.0, 3.0, 3.0, 51.0, 49.0, 47.0, 46.0, 42.0, 40.0, 36.0, 31.0, 29.0, 29.0, 27.0, 23.0, 23.0, 23.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 17.0, 17.0]","[4.0, 2.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 1.0, 4.0, 2.0, 4.0, 5.0, 2.0, 0.0, 2.0, 4.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0]",1.35483871,24.25,5 days,5
213,3/30/20,29.987,"[4.0, 33.0, 33.0, 33.0, 33.0, 33.0, 32.0, 28.0, 28.0, 26.0, 25.0, 25.0, 24.0, 24.0, 20.0, 18.0, 17.0, 17.0, 16.0, 13.0, 12.0, 9.0, 7.0, 6.0, 3.0, 2.0, 0.0, -3.0, -4.0, -6.0, -9.0, -13.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 4.0, 2.0, 1.0, 0.0, 1.0, 3.0, 1.0, 3.0, 2.0, 1.0, 3.0, 1.0, 2.0, 3.0, 1.0, 2.0, 3.0, 4.0]",1.483870968,15.1875,8 days,8
214,4/8/20,73.418,"[-8.0, -9.0]","[1.0, 1.0]",1,-8.5,7 days,7
215,3/27/20,45.042,"[37.0, 33.0, 26.0, 25.0, 25.0, 25.0, 24.0, 24.0, 24.0, 24.0, 24.0, -1.0, -5.0, -7.0, -11.0, -15.0, -22.0, -26.0, -33.0, -37.0, -38.0, -42.0, -49.0, -51.0, -53.0, -56.0, -58.0, -59.0, -62.0, -62.0, -64.0, -64.0]","[4.0, 7.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 25.0, 4.0, 2.0, 4.0, 4.0, 7.0, 4.0, 7.0, 4.0, 1.0, 4.0, 7.0, 2.0, 2.0, 3.0, 2.0, 1.0, 3.0, 0.0, 2.0, 0.0]",3.258064516,-16.375,9 days,9
216,4/3/20,49.524,"[40, 39.0, 37.0, 34.0, 31.0, 76.0, 71.0, 69.0, 65.0, 65.0, 63.0, 62.0, 60.0, 59.0, 51.0, 49.0, 43.0, 42.0, 37.0, 33.0, 32.0, 30.0, 29.0, 29.0, 24.0, 24.0, 20.0, 17.0, 14.0, 13.0, 8.0, 5.0]","[1.0, 2.0, 3.0, 3.0, 4.0, 5.0, 2.0, 4.0, 0.0, 2.0, 1.0, 2.0, 1.0, 8.0, 2.0, 6.0, 1.0, 5.0, 4.0, 1.0, 2.0, 1.0, 0.0, 5.0, 0.0, 4.0, 3.0, 3.0, 1.0, 5.0, 3.0]",2.709677419,39.71875,4 days,4
217,4/18/20,21.806,"[17.0, 33.0, 32.0, 31.0, 29.0, 26.0, 24.0, 24.0, 20.0, 20.0, 18.0, 18.0, 17.0]","[1.0, 5.0, 1.0, 1.0, 2.0, 3.0, 2.0, 0.0, 4.0, 0.0, 2.0, 0.0, 1.0]",1.692307692,23.76923077,6 days,6
218,4/2/20,101.214,"[35.0, 32.0, 29.0, 27.0, 125.0, 117.0, 115.0, 106.0, 99.0, 88.0, 83.0, 74.0, 70.0, 62.0, 60.0, 55.0, 37.0, 36.0, 26.0, 24.0, 20.0, 15.0, 13.0, 11.0, 9.0, 9.0, 8.0, 8.0, 8.0, 8.0, 3.0, 0.0]","[3.0, 3.0, 2.0, 3.0, 8.0, 2.0, 9.0, 7.0, 11.0, 5.0, 9.0, 4.0, 8.0, 2.0, 5.0, 18.0, 1.0, 10.0, 2.0, 4.0, 5.0, 2.0, 2.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 5.0, 3.0]",4.387096774,44.125,15 days,15
219,4/21/20,29.648,"[7.0, 7.0, 6.0, 5.0, 32.0, 31.0, 28.0, 28.0, 26.0, 25.0, 23.0, 22.0, 21.0]","[0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 3.0, 0.0, 2.0, 1.0, 2.0, 1.0, 1.0]",1.153846154,20.07692308,9 days,9
220,4/19/20,29.408,"[28, 28.0, 28.0, 25.0, 22.0, 50.0, 50.0, 42.0, 42.0, 35.0, 34.0, 33.0, 32.0, 31.0, 28.0, 25.0]","[0.0, 0.0, 3.0, 3.0, 1.0, 0.0, 8.0, 0.0, 7.0, 1.0, 1.0, 1.0, 1.0, 3.0, 3.0]",2.133333333,33.3125,4 days,4
221,4/11/20,35.28,"[15.0, 14.0, 13.0, 12.0, 10.0, 7.0, 0.0, -3.0, -5.0]","[7.0, 1.0, 1.0, 1.0, 2.0, 3.0, 7.0, 3.0, 2.0]",3,7,3 days,3
222,4/19/20,53.302,"[46, 42.0, 39.0, 37.0, 32.0, 82.0, 77.0, 70.0, 68.0, 66.0, 63.0, 56.0, 51.0, 48.0, 45.0, 40.0]","[4.0, 3.0, 2.0, 5.0, 3.0, 5.0, 7.0, 2.0, 2.0, 3.0, 7.0, 5.0, 3.0, 3.0, 5.0]",3.933333333,53.875,4 days,4
223,4/12/20,61.429,"[60.0, 60.0, 57.0, 56.0, 54.0, 52.0, 47.0, 44.0, 39.0]","[5.0, 0.0, 3.0, 1.0, 2.0, 2.0, 5.0, 3.0, 5.0]",2.888888889,52.11111111,4 days,4
224,3/31/20,17.052,"[4.0, 3.0, 20.0, 20.0, 20.0, 14.0, 14.0, 14.0, 14.0, 14.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 10.0, 10.0, 6.0, 6.0, 6.0, 6.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[1.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 4.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.548387097,9.90625,6 days,6
225,4/24/20,34.985,"[31, 30.0, 30.0, 29.0, 28.0, 28.0, 58.0, 54.0, 52.0, 50.0, 48.0, 45.0]","[1.0, 0.0, 1.0, 1.0, 0.0, 4.0, 4.0, 2.0, 2.0, 2.0, 3.0]",1.818181818,40.25,5 days,5
226,4/4/20,80.911,"[0, 0.0, -4.0, -4.0, -4.0, -5.0, 75.0, 71.0, 67.0, 67.0, 65.0, 63.0, 61.0, 57.0, 57.0, 53.0, 49.0, 49.0, 49.0, 35.0, 31.0, 23.0, 23.0, 18.0, 16.0, 16.0, 12.0, 10.0, 4.0, 1.0, -2.0, -4.0]","[0.0, 4.0, 0.0, 0.0, 1.0, 0.0, 4.0, 4.0, 0.0, 2.0, 2.0, 2.0, 4.0, 0.0, 4.0, 4.0, 0.0, 0.0, 14.0, 4.0, 8.0, 0.0, 5.0, 2.0, 0.0, 4.0, 2.0, 6.0, 3.0, 3.0, 2.0]",2.709677419,29.65625,5 days,5
227,3/28/20,66.594,"[66.0, 64.0, 64.0, 64.0, 63.0, 52.0, 50.0, 47.0, 39.0, 37.0, 37.0, 36.0, 32.0, 28.0, 27.0, 23.0, 16.0, 13.0, 8.0, 6.0, 2.0, -1.0, -3.0, -9.0, -17.0, -25.0, -31.0, -34.0, -38.0, -43.0, -44.0, -47.0]","[2.0, 0.0, 0.0, 1.0, 11.0, 2.0, 3.0, 8.0, 2.0, 0.0, 1.0, 4.0, 4.0, 1.0, 4.0, 7.0, 3.0, 5.0, 2.0, 4.0, 3.0, 2.0, 6.0, 8.0, 8.0, 6.0, 3.0, 4.0, 5.0, 1.0, 3.0]",3.64516129,15.0625,10 days,10
228,4/23/20,11.846,"[0, 0.0, 0.0, 0.0, 0.0, 11.0, 11.0, 11.0, 8.0, 5.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 3.0, 3.0, 0.0]",0.818181818,4.166666667,4 days,4
229,4/27/20,19.974,"[8, 8.0, 8.0, 8.0, 8.0, 8.0, 6.0, 4.0, 4.0, 22.0, 22.0, 21.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 1.0, 0.0, 1.0]",0.545454545,10.58333333,8 days,8
230,4/26/20,18.36,"[16, 13.0, 13.0, 11.0, 10.0, 24.0, 24.0, 24.0, 22.0]","[3.0, 0.0, 2.0, 1.0, 4.0, 0.0, 0.0, 2.0]",1.5,17.44444444,4 days,4
231,4/28/20,22.361,"[16, 14.0, 13.0, 35.0, 32.0]","[2.0, 1.0, 0.0, 3.0]",1.5,22,2 days,2
232,4/13/20,31.569,"[34.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 25.0]","[6.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0]",1.666666667,28.33333333,5 days,5
233,3/31/20,14.886,"[7.0, 4.0, 18.0, 18.0, 17.0, 14.0, 11.0, 11.0, 11.0, 11.0, 11.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3.0, 0.0, 0.0, 1.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.516129032,8.96875,6 days,6
