sku_dc_pair_index,complete_tm,order_amount,test_inv,test_demand,ave_demand,ave_inv,vlt
174,2/20/20,28,"[35.0, 34.0, 34.0, 33.0, 33.0, 31.0, 29.0, 29.0, 29.0, 25.0, 25.0, 20.0, 20.0, 17.0, 17.0, 17.0, 16.0, 16.0, 15.0, 15.0, 15.0, 12.0, 12.0, 11.0, 10.0, 7.0, 7.0, 7.0, 6.0, 4.0]","[1.0, 0.0, 1.0, 0.0, 2.0, 2.0, 0.0, 0.0, 4.0, 0.0, 5.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.0, 1.0, 3.0, 0.0, 0.0, 1.0, 2.0, 0.0]",1.033333333,19.36666667,14 days
175,3/25/20,140,"[0, 0.0, 0.0, -4.0, -21.0, -27.0, -32.0, -40.0, -43.0, -45.0, -49.0, 89.0, 87.0, 83.0, 81.0]","[0.0, 0.0, 4.0, 17.0, 6.0, 5.0, 8.0, 3.0, 2.0, 4.0, 2.0, 2.0, 4.0, 2.0, 8.0]",4.466666667,5.266666667,10 days
176,3/13/20,27,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 26.0, 24.0, 19.0, 16.0, 13.0, 11.0, 9.0, 7.0, 4.0, 1.0, 0.0, 0.0, -1.0, -2.0, -5.0, -9.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 5.0, 3.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 1.0, 0.0, 1.0, 1.0, 3.0, 4.0, 7.0]",1.653846154,4.346153846,9 days
177,3/18/20,149,"[0, -4.0, -30.0, -30.0, -30.0, -30.0, 119.0, 108.0, 108.0, 107.0, 107.0, 107.0, 107.0, 107.0, 107.0, 107.0, 107.0]","[4.0, 26.0, 0.0, 0.0, 0.0, 0.0, 11.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.470588235,62.76470588,5 days
178,3/14/20,55,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 55.0, 46.0, 40.0, 18.0, 6.0, 3.0, -6.0, -12.0, -18.0, -18.0, -21.0, -21.0, -24.0, -27.0, -33.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 6.0, 22.0, 12.0, 3.0, 9.0, 6.0, 6.0, 0.0, 3.0, 0.0, 3.0, 3.0, 6.0, 5.0]",3.1,-0.4,17 days
179,3/17/20,35,"[34, 32.0, 30.0, 28.0, 28.0, 28.0, 24.0, 24.0, 20.0, 20.0, 53.0, 51.0, 49.0, 47.0, 47.0, 45.0, 45.0, 45.0, 45.0, 43.0, 41.0, 41.0]","[2.0, 2.0, 2.0, 0.0, 0.0, 4.0, 0.0, 4.0, 0.0, 2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 6.0]",1.545454545,37.27272727,9 days
180,3/24/20,130,"[77, 75.0, 70.0, 65.0, 62.0, 59.0, 58.0, 52.0, 50.0, 46.0, 42.0, 40.0, 39.0, 167.0, 160.0, 155.0, 153.0, 150.0]","[2.0, 5.0, 5.0, 3.0, 3.0, 1.0, 6.0, 2.0, 4.0, 4.0, 2.0, 1.0, 2.0, 7.0, 5.0, 2.0, 3.0, 0.0]",3.166666667,84.44444444,12 days
181,3/27/20,118,"[16, 4.0, 4.0, -1.0, -1.0, -1.0, -1.0, -3.0, -7.0, -7.0, -7.0, -7.0, 106.0, 100.0]","[12.0, 0.0, 5.0, 0.0, 0.0, 0.0, 2.0, 4.0, 0.0, 0.0, 0.0, 5.0, 6.0, 18.0]",3.714285714,13.92857143,11 days
182,3/25/20,26,"[1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -5.0, 12.0, 12.0, 12.0, 12.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 9.0, 0.0, 0.0, 0.0, 0.0]",1.071428571,3.714285714,9 days
183,3/25/20,17,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -14.0, -21.0, -27.0, -27.0, -27.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 24.0, 6.0, 0.0, 0.0, 3.0]",3.357142857,-8.285714286,9 days
184,3/25/20,42,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 42.0, 41.0, 34.0, 31.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 7.0, 3.0, 7.0]",0.642857143,5.285714286,23 days
185,3/22/20,13,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 12.0, 2.0, -7.0, -12.0, -12.0, -12.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 10.0, 9.0, 5.0, 0.0, 0.0, 0.0]",1.785714286,-1.142857143,6 days
186,3/29/20,16,"[0, -1.0, -5.0, -7.0, -10.0, -11.0, -11.0]","[1.0, 4.0, 2.0, 3.0, 1.0, 0.0, 0.0]",1.571428571,-6.428571429,6 days
187,3/5/20,104,"[28.0, 24.0, 24.0, 24.0, 24.0, 24.0, 126.0, 122.0, 117.0, 115.0, 113.0, 103.0, 100.0, 96.0, 88.0, 88.0, 88.0, 88.0, 80.0, 78.0, 74.0, 70.0, 68.0, 60.0, 59.0, 57.0, 51.0, 41.0, 36.0, 34.0]","[4.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 5.0, 2.0, 2.0, 10.0, 3.0, 4.0, 8.0, 0.0, 0.0, 0.0, 8.0, 2.0, 4.0, 4.0, 2.0, 8.0, 1.0, 2.0, 6.0, 10.0, 5.0, 2.0, 4.0]",3.4,70,10 days
188,3/24/20,57,"[39, 33.0, 33.0, 27.0, 24.0, 19.0, 75.0, 70.0, 68.0, 67.0, 67.0]","[6.0, 0.0, 6.0, 3.0, 5.0, 1.0, 5.0, 2.0, 1.0, 0.0, 0.0]",2.636363636,47.45454545,5 days
189,3/10/20,69,"[11.0, 9.0, 9.0, 8.0, 7.0, 5.0, 4.0, 4.0, 1.0, -1.0, -1.0, 68.0, 68.0, 66.0, 66.0, 64.0, 64.0, 63.0, 63.0, 62.0, 61.0, 61.0, 59.0, 59.0, 58.0, 56.0, 56.0, 56.0, 55.0, 55.0]","[2.0, 0.0, 1.0, 1.0, 2.0, 1.0, 0.0, 3.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 2.0, 0.0, 1.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.833333333,40.53333333,30 days
190,2/20/20,14,"[8.0, 8.0, 8.0, 8.0, 8.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, -1.0, -6.0, -8.0, -8.0, -10.0, -10.0, -13.0, -15.0, -16.0, -17.0, -18.0, -20.0, -22.0, -24.0]","[0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 5.0, 2.0, 0.0, 2.0, 0.0, 3.0, 2.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0]",1.166666667,-3.4,7 days
191,2/26/20,27,"[28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 26.0, 25.0, 25.0, 22.0, 22.0, 10.0, 4.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 3.0, 0.0, 12.0, 6.0, 2.0, 2.0, 0.0]",0.933333333,23.83333333,9 days
192,2/28/20,48,"[70.0, 70.0, 67.0, 67.0, 67.0, 64.0, 61.0, 54.0, 50.0, 50.0, 49.0, 41.0, 41.0, 38.0, 35.0, 35.0, 32.0, 29.0, 24.0, 21.0, 18.0, 15.0, 15.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]","[0.0, 3.0, 0.0, 0.0, 3.0, 3.0, 7.0, 4.0, 0.0, 1.0, 8.0, 0.0, 3.0, 3.0, 0.0, 3.0, 3.0, 5.0, 3.0, 3.0, 3.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0]",2.033333333,36.56666667,4 days
193,3/15/20,78,"[1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 77.0, 72.0, 67.0, 58.0, 45.0, 41.0, 37.0, 33.0, 26.0, 19.0, 15.0, 8.0, 2.0, -3.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 5.0, 5.0, 9.0, 13.0, 4.0, 4.0, 4.0, 7.0, 7.0, 4.0, 7.0, 6.0, 5.0, 8.0]",4.090909091,22.95454545,7 days
194,3/1/20,66,"[0.0, 0.0, 66.0, 44.0, 38.0, 36.0, 36.0, 36.0, 35.0, 33.0, 31.0, 29.0, 29.0, 27.0, 21.0, 18.0, 11.0, 7.0, 0.0, -2.0, -4.0, -16.0, -16.0, -18.0, -25.0, -31.0, -33.0, -37.0, -43.0, -45.0]","[0.0, 0.0, 22.0, 6.0, 2.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 0.0, 2.0, 6.0, 3.0, 7.0, 4.0, 7.0, 2.0, 2.0, 12.0, 0.0, 2.0, 7.0, 6.0, 2.0, 4.0, 6.0, 2.0, 4.0]",3.833333333,7.566666667,6 days
195,3/27/20,17,"[0, -1.0, -4.0, -5.0, -5.0, 10.0, 4.0]","[1.0, 3.0, 1.0, 0.0, 2.0, 6.0, 5.0]",2.571428571,-0.142857143,4 days
196,3/15/20,42,"[26, 26.0, 24.0, 24.0, 23.0, 22.0, 21.0, 19.0, 58.0, 57.0, 56.0, 56.0, 54.0, 54.0, 54.0, 54.0, 53.0, 53.0, 53.0, 52.0, 52.0, 50.0]","[0.0, 2.0, 0.0, 1.0, 1.0, 1.0, 2.0, 3.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 2.0, 1.0]",0.863636364,42.77272727,7 days
197,3/20/20,2,"[0, 0.0, -1.0, -2.0, -2.0, -3.0, -3.0, -5.0, -3.0, -3.0, -4.0, -4.0, -7.0, -13.0, -17.0, -20.0, -23.0]","[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 3.0, 6.0, 4.0, 3.0, 3.0, 7.0]",1.882352941,-6.470588235,7 days
198,3/11/20,43,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 42.0, 39.0, 37.0, 22.0, 12.0, 12.0, 11.0, 9.0, 8.0, 8.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 2.0, 15.0, 10.0, 0.0, 1.0, 2.0, 1.0, 0.0, 0.0]",1.166666667,18.13333333,19 days
199,2/29/20,81,"[0.0, 81.0, 81.0, 81.0, 81.0, 81.0, 71.0, 68.0, 64.0, 51.0, 41.0, 33.0, 31.0, 27.0, 19.0, 13.0, 13.0, 9.0, 9.0, 7.0, 7.0, 7.0, 7.0, 7.0, 5.0, 1.0, -3.0, -5.0, -9.0, -20.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 3.0, 4.0, 13.0, 10.0, 8.0, 2.0, 4.0, 8.0, 6.0, 0.0, 4.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 4.0, 2.0, 4.0, 11.0, 4.0]",3.5,28.6,6 days
200,3/1/20,90,"[-18.0, -19.0, 66.0, 60.0, 54.0, 50.0, 48.0, 43.0, 37.0, 35.0, 29.0, 25.0, 23.0, 21.0, 19.0, 7.0, 4.0, 4.0, 0.0, -4.0, -11.0, -20.0, -25.0, -31.0, -33.0, -33.0, -33.0, -35.0, -38.0, -38.0]","[1.0, 5.0, 6.0, 6.0, 4.0, 2.0, 5.0, 6.0, 2.0, 6.0, 4.0, 2.0, 2.0, 2.0, 12.0, 3.0, 0.0, 4.0, 4.0, 7.0, 9.0, 5.0, 6.0, 2.0, 0.0, 0.0, 2.0, 3.0, 0.0, 4.0]",3.8,6.233333333,6 days
201,2/9/20,37,"[37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 31.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 24.0, 21.0, 10.0, 9.0, 5.0, -6.0, -16.0, -23.0, -29.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 3.0, 11.0, 1.0, 4.0, 11.0, 10.0, 7.0, 6.0, 11.0]",2.566666667,23.93333333,2 days
202,3/10/20,74,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 74.0, 74.0, 72.0, 63.0, 46.0, 35.0, 30.0, 27.0, 14.0, 1.0, -6.0, -9.0, -10.0, -12.0, -15.0, -23.0, -29.0, -30.0, -33.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 9.0, 17.0, 11.0, 5.0, 3.0, 13.0, 13.0, 7.0, 3.0, 1.0, 2.0, 3.0, 8.0, 6.0, 1.0, 3.0, 1.0]",3.6,8.966666667,16 days
203,2/27/20,27,"[9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 7.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -3.0, -12.0, -21.0, -27.0, -27.0, -27.0, -28.0, -28.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 9.0, 9.0, 6.0, 0.0, 0.0, 1.0, 0.0, 0.0]",1.233333333,-2.533333333,10 days
204,3/11/20,46,"[17, 13.0, 5.0, 5.0, 5.0, 4.0, 49.0, 48.0, 48.0, 46.0, 45.0, 45.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0]","[4.0, 8.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 2.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.875,34.75,5 days
205,3/27/20,31,"[0, -2.0, -6.0, -8.0, -9.0, -9.0, -10.0, -10.0, -11.0, -14.0, 15.0, 13.0]","[2.0, 4.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 3.0, 2.0, 2.0, 0.0]",1.5,-4.25,9 days
206,3/28/20,73,"[51, 46.0, 46.0, 44.0, 34.0, 30.0, 22.0, 93.0]","[5.0, 0.0, 2.0, 10.0, 4.0, 8.0, 2.0, 4.0]",4.375,45.75,6 days
207,3/23/20,10,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.0, -4.0, -6.0, -13.0, -13.0, -15.0, -17.0, -17.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 12.0, 7.0, 0.0, 2.0, 2.0, 0.0, 0.0]",1.8,-5.933333333,8 days
208,3/29/20,89,"[40, 39.0, 31.0, 27.0, 25.0, 22.0]","[1.0, 8.0, 4.0, 2.0, 3.0, 2.0]",3.333333333,30.66666667,5 days
209,3/24/20,5,"[0, 0.0, -1.0, -3.0, -3.0, -3.0, -3.0]","[0.0, 6.0, 2.0, 0.0, 0.0, 0.0, 0.0]",1.142857143,-1.857142857,1 days
210,3/17/20,94,"[33, 31.0, 30.0, 29.0, 25.0, 24.0, 20.0, 113.0, 113.0, 113.0, 112.0, 111.0, 111.0, 111.0, 111.0, 111.0, 110.0, 105.0, 101.0]","[2.0, 1.0, 1.0, 4.0, 1.0, 4.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 5.0, 4.0, 5.0]",1.631578947,79.68421053,6 days
211,3/9/20,30,"[20, 16.0, 8.0, 6.0, 2.0, 2.0, 0.0, 0.0, 28.0, 28.0, 18.0, 12.0, 12.0, 8.0, 6.0, 6.0, 4.0, -2.0, -4.0, -4.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0]","[4.0, 8.0, 2.0, 4.0, 0.0, 2.0, 0.0, 2.0, 0.0, 10.0, 6.0, 0.0, 4.0, 2.0, 0.0, 2.0, 6.0, 2.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.25,2.214285714,7 days
212,3/10/20,45,"[11.0, 9.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 52.0, 51.0, 49.0, 44.0, 36.0, 36.0, 36.0, 36.0, 27.0, 25.0, 24.0, 22.0, 22.0, 22.0, 22.0, 21.0, 20.0, 19.0, 19.0]","[2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 5.0, 8.0, 0.0, 0.0, 0.0, 9.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]",1.266666667,22.23333333,15 days
213,3/23/20,58,"[38, 32.0, 28.0, 28.0, 26.0, 24.0, 16.0, 15.0, 71.0, 68.0, 63.0, 60.0, 59.0, 57.0]","[6.0, 4.0, 0.0, 2.0, 2.0, 8.0, 1.0, 2.0, 3.0, 5.0, 3.0, 1.0, 2.0, 1.0]",2.857142857,41.78571429,7 days
214,3/26/20,31,"[12, 10.0, 7.0, 5.0, 4.0, 2.0, 2.0, 2.0, 2.0, 1.0, 0.0, -2.0, 28.0, 27.0, 27.0]","[2.0, 3.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 2.0]",1.2,8.466666667,11 days
215,2/29/20,79,"[2.0, 81.0, 78.0, 78.0, 77.0, 75.0, 71.0, 69.0, 66.0, 60.0, 53.0, 49.0, 47.0, 47.0, 45.0, 43.0, 39.0, 37.0, 33.0, 27.0, 23.0, 23.0, 20.0, 15.0, 9.0, 5.0, 3.0, 3.0, 3.0, 3.0]","[0.0, 3.0, 0.0, 1.0, 2.0, 4.0, 2.0, 3.0, 6.0, 7.0, 4.0, 2.0, 0.0, 2.0, 2.0, 4.0, 2.0, 4.0, 6.0, 4.0, 0.0, 3.0, 5.0, 6.0, 4.0, 2.0, 0.0, 0.0, 0.0, 1.0]",2.633333333,39.46666667,19 days
216,3/8/20,92,"[13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 12.0, 100.0, 99.0, 93.0, 84.0, 79.0, 78.0, 75.0, 69.0, 65.0, 64.0, 61.0, 51.0, 45.0, 41.0, 40.0, 35.0, 33.0, 30.0, 25.0, 24.0, 18.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 1.0, 6.0, 9.0, 5.0, 1.0, 3.0, 6.0, 4.0, 1.0, 3.0, 10.0, 6.0, 4.0, 1.0, 5.0, 2.0, 3.0, 5.0, 1.0, 6.0, 8.0]",3.166666667,44.16666667,27 days
217,3/26/20,42,"[10, 9.0, 8.0, 4.0, 3.0, -1.0, -3.0, -6.0, -12.0, -12.0, -13.0, -14.0, -16.0, -18.0, -20.0, -24.0, 18.0, 18.0, 18.0]","[1.0, 1.0, 4.0, 1.0, 4.0, 2.0, 3.0, 6.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 4.0, 0.0, 0.0, 0.0, 3.0]",1.947368421,-2.684210526,15 days
218,3/20/20,37,"[23, 23.0, 23.0, 23.0, 20.0, 17.0, 17.0, 17.0, 14.0, 14.0, 48.0, 44.0, 44.0, 40.0, 37.0, 37.0, 34.0, 25.0, 25.0]","[0.0, 0.0, 0.0, 3.0, 3.0, 0.0, 0.0, 3.0, 0.0, 3.0, 4.0, 0.0, 4.0, 3.0, 0.0, 3.0, 9.0, 0.0, 0.0]",1.842105263,27.63157895,9 days
219,3/10/20,45,"[-1.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -5.0, 33.0, 27.0, 27.0, 24.0, 20.0, 19.0, 16.0, 15.0, 15.0, 13.0, 11.0, 3.0, -9.0, -18.0, -27.0, -32.0, -34.0, -39.0, -50.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 7.0, 6.0, 0.0, 3.0, 4.0, 1.0, 3.0, 1.0, 0.0, 2.0, 2.0, 8.0, 12.0, 9.0, 9.0, 5.0, 2.0, 5.0, 11.0, 5.0]",3.3,-0.333333333,16 days
220,3/6/20,46,"[4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 46.0, 42.0, 34.0, 32.0, 30.0, 26.0, 25.0, 22.0, 19.0, 16.0, 8.0, 3.0, 3.0, 1.0, -2.0, -5.0, -6.0, -7.0, -8.0, -10.0, -11.0, -18.0, -19.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 4.0, 8.0, 2.0, 2.0, 4.0, 1.0, 3.0, 3.0, 3.0, 8.0, 5.0, 0.0, 2.0, 3.0, 3.0, 1.0, 1.0, 1.0, 2.0, 1.0, 7.0, 1.0, 4.0]",2.433333333,8.1,15 days
221,3/7/20,66,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 63.0, 57.0, 47.0, 43.0, 41.0, 40.0, 38.0, 33.0, 31.0, 27.0, 25.0, 20.0, 15.0, 13.0, 11.0, 10.0, 9.0, 7.0, 4.0, 2.0, -4.0, -10.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 6.0, 10.0, 4.0, 2.0, 1.0, 2.0, 5.0, 2.0, 4.0, 2.0, 5.0, 5.0, 2.0, 2.0, 1.0, 1.0, 2.0, 3.0, 2.0, 6.0, 6.0, 2.0]",2.6,17.4,10 days
222,3/7/20,25,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 20.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 2.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 5.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]",1.166666667,1.233333333,30 days
223,3/2/20,27,"[-6.0, -6.0, -6.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 15.0, 15.0, 13.0, 10.0, 10.0, 10.0, 10.0, 8.0, 6.0, 4.0, -3.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 2.0, 3.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 7.0, 0.0]",0.8,13.33333333,19 days
224,3/6/20,54,"[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 64.0, 58.0, 56.0, 54.0, 54.0, 54.0, 52.0, 52.0, 50.0, 47.0, 40.0, 34.0, 30.0, 24.0, 22.0, 15.0, 9.0, 5.0, -1.0, -1.0, -1.0, -5.0, -7.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 2.0, 3.0, 7.0, 6.0, 4.0, 6.0, 2.0, 7.0, 6.0, 4.0, 6.0, 0.0, 0.0, 4.0, 2.0, 2.0]",2.433333333,25.83333333,9 days
225,3/1/20,35,"[-3.0, -3.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 30.0, 29.0, 27.0, 23.0, 17.0, 17.0, 17.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 2.0, 4.0, 6.0, 0.0, 0.0, 2.0]",0.566666667,27.53333333,7 days
226,3/26/20,28,"[13, 11.0, 9.0, 7.0, 7.0, 35.0, 35.0, 35.0]","[2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,19,4 days
227,3/18/20,5,"[0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, -3.0, -3.0, -5.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.0, 0.0, 2.0, 0.0]",0.625,0.375,4 days
228,3/16/20,69,"[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 68.0, 59.0, 50.0, 50.0, 44.0, 34.0, 25.0, 16.0, 4.0, -3.0, -12.0, -19.0, -27.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 9.0, 9.0, 0.0, 6.0, 10.0, 9.0, 9.0, 12.0, 7.0, 9.0, 7.0, 8.0, 9.0]",4.772727273,13.13636364,8 days
229,3/27/20,74,"[29, 24.0, 24.0, 20.0, 17.0, 17.0, 90.0, 87.0]","[5.0, 0.0, 4.0, 3.0, 0.0, 1.0, 3.0, 0.0]",2,38.5,5 days
